Author,Titulo,Review,OrigenAutor,FechaOpinion,FechaEstadia
,Muy lindo!!,"Fuimos en sábado a comer! Comimos en el restaurante mexicano llamado La Catarina, es mexicano Gourmet, muy rico, con buena variedad, el trato muy bueno .Había música en medio para que se oiga en todos restaurantes.Después fuimos del otro lado a comprar un helado y caminar por las tiendas que hay por ahí.Es pet friendly.Al fondo había un restaurante argentino que se veía muy rico y también uno Frances que se veía delicioso.Es para ir a pasar el día , comer, caminar, se puede andar en caballo.Un lugar muy lindo","Ciudad de México, México",11 de junio de 2018,jun de 2018
,Es un lugar para conocer ...,"Lugar bonito para conocer, caminar y comer en alguno de sus restaurantes.  Es un lugar ""turístico"" para estar unas 4-5 hrs, suficientes para conocer todo.Habrá que regresar en algunos años","Ciudad de México, México",9 de junio de 2018,jun de 2018
,Insuperable ,Un lugar para todos Nosotros hicimos ahí un lanzamiento de productoLos clientes felices Los restauranteros del lugar ponen todo de su parte para que todo salga súper bien Recomendable para visitar si vas a Puebla ,"Ciudad de México, México",7 de junio de 2018,jun de 2018
,Un remanso de paz escondido,"Val’quirico está en la entrada hacia puebla. Crearon un pueblo con estilo segoviano-Toscano. Tiene un fraccionamiento con casas que solo tienen el estilo mencionado. Y en el pueblo hay muchos restaurantes, heladerías, tiendas, etc..  es un remanso de paz, que está bien planeado y mejor construido. He viajado por muchos lugares y ahora me encuentro en mi Mexico esta gran sorpresa. Excelente lugar para pasar el fin de semana y comer rico. Les recomiendo el mesón del rey así como la heladería vainilla y chocolate",,7 de junio de 2018,jun de 2018
,Pueblo italiano de cartón piedra,Se trata de una urbanización con un centro comercial diseñado como pueblo de la toscana.Buen ambiente aunque de cartón piedra; sin demasiada credibilidad,"Madrid, España",28 de mayo de 2018,abr de 2018
,"Overrated, caro y una pésima experiencia","Los 3 m2 del centro son lindos, sí, no pretende ser mexicano y esa es su magia, pretende ser como europeo, digo ""como"" porque claramente es un mal intento, y es lindo para caminar 3 minutos pero lo único además de eso que puedes hacer es comer en cualquiera de todos los restaurantes caros. Y no tendría problema con sus precios si lo que entregaran (y toda la experiencia en general) valiera lo que cuesta, pero no es así. Comida austera en sabor, servicio extra pésimo y lento, prepotencia aburrida de todos los meseros y mucha vibra a snobismo muy forzado. Las tiendas de ""artesanías"" en realidad son una mala copia de Bed, Bad & Beyond pero con precios al doble. Es como un pueblo gabacho con ganas de tener arquitectura europea pero con un sabor a comida y experiencia del tercer mundo. Lástima de lugar porque valdría la pena visitarlos muy seguido si hicieran las cosas bien o al menos lo intentaran. P.D. El concepto es 99% inmobiliario (pero con 3% vendido) y 1% turístico.P.D. 2 La comida es tan mala y con presentación tan debajo del promedio que ni ganas de tomarle foto te dan.P.D. 3 Todo lo cierran a las 18:00, por favor llega a más tardar a las 17:00.","Ciudad de México, México",28 de mayo de 2018,may de 2018
,Una experiencia toscana sin salir de Mexico,Sin duda un lugar para pasar una increíble tarde en un ambiente familiar y si esperan a la noche pueden pasar una velada romántica en un ambiente sin igual con música muy ad-hoc. Genial para festejar aniversarios o cumpleaños.,"Ciudad de México, México",24 de mayo de 2018,oct de 2017
,Estafa antihigiénica,"Comida con horrible presentación y sin sabor, snobismo por los aires, atención pésima, moscas en todas las mesas, y la arquitectura falsísima; no es para un rato agradable, es para consumir y a un precio que no va acorde con lo que el lugar ofrece. Nunca regresaría. Yo le cambiaría el nombre a valmierdico.",México,21 de mayo de 2018,may de 2018
,Paseo corto en una escenografía no bien lograda.,"Es un concepto inmobiliario más que turístico, la plaza principal tiene algunos restaurantes bonitos sin que ninguno sea bueno en verdad, difícilmente encontraras cartas para niños.El concepto es curioso, tratan de semejar un pueblo europeo pero no lo logran, las arquitecturas no pertenecen a una etapa/edad específica ni a ningún lugar en especial, es más bien como estar en alguno de los reinos de Disney en donde sabes que todo es falso, así aquí, intentar simular muros derruidos, enredaderas que invaden los muros pero todo se ve falso. Para los niños pocas actividades encontré.El chiste es llegar, comer en alguno de los restaurantes, ver a alguno de los cantantes o artistas que están al centro de la plaza, después dar una vuelta que no te llevará más de 40 minutos, ver tiendas caras, tal vez comer un helado(esos si estaban ricos) y de regreso a casa.En la noche la iluminación es bonita y  el flujo de gente baja, yo tenía mucho interés en ir pero me decepcionó.Me parece que no rescata nada de la cultura mexicana y es una mala copia de cualquier lugar europeo ( que solamente existe en el imaginarium de los creadores).Hay mucha venta de lotes y en verdad me parecen precios de locos, casi 4 millones por 150 mts. No entiendo porque pues no tienen alberca, ni canchas o campo de golf.  Una locura!","Ciudad de México, México",20 de mayo de 2018,may de 2018
,"Bonito, para un día.","Bueno, me parece un lugar pequeño, y bonito, un pueblo artificial totalmente, muy bien cuidado en su estética, es literal para ir un día y volver, pues se recorre en una hora, y puedes comer en uno de los restaurantes que están justo en el centro del lugar, otra hora o dos más, y ya. Esta bien para ir un sábado temprano, recorrer el lugar, comer y volver, no creo que valga la pena quedarse a pasar la noche, porque francamente no hay nada que hacer. Si algunas tiendas bellas boutiques, y listo.","Culiacán, México",20 de mayo de 2018,abr de 2018
,Precioso lugar,"El lugar literalmente parece la campiña italiana, el clima es un poco caluroso, pero las construcciones valen mucho la pena, como para perderse en el sitio, Hay música en vivo, es un lugar para disfrutar todo el día, hay restaurantes para todos los gustos, lo único malo es que creo no está diseñado para recibir a tanta gente, sobretodo los restaurantes, al menos los que visite","Ciudad de México, México",5 de mayo de 2018,may de 2018
,Val’quirico,"Un pueblito cerca de puebla como para ir de paso turistear 1-2 horas y comer. Es muy chico la comida es normal aunque cara para lo que es (tampoco es mala). Si lo recomendaría para un día del fin de semana pero tampoco es nada extraordinario o como para ir más de una vez. El pueblo visualmente es muy bonito y hay música en vivo, bicicletas, artesanías y cosas para comprar. ","Ciudad de México, México",3 de mayo de 2018,may de 2018
,Pura publicidad,"Llegamos una mañana y no había nada que hacer.Nadie que te preste atención.Podías sentarte a comer en un restaurante y eso era todo.Está en construcción.Personas con alguna discapacidad o dificultad para caminar, mejor aléjense.Estando en Puebla, hay lugares donde en verdad hay riqueza arquitectónica. No es fake. El personal del estacionamiento es grosero y bastante irresponsable. Crea unos caos impresionantes y gusta de dirigir el tráfico en sentido contrario, hacia áreas cerradas, etc.","Ciudad de México, México",1 de mayo de 2018,abr de 2018
,Camina por un laberinto de arquitectura inusual,"Val´Quirico es un lugar para recorrer a pie, sus calles son como un laberinto y si te gusta apreciar la arquitectura es un lugar para visitar. Hay restaurantes, bares, cafeterías, tiendas de souvenirs, ropa y artesanías y también hay una sucursal de ¡Ay guey! por si te gusta su estilo de ropa, bolsas y carteras.","Ciudad de México, México",1 de mayo de 2018,abr de 2018
,Lindo lugar ,"Había escuchado hablar mucho sobre este lugar y por fín pude visitarlo.Es muy lindo, lleno de ambiente y muchos restaurantes.Hay música por todos lados y la experiencia vale la pena, me advirtieron que era muy pequeño y no valía la pena quedarse a dormir y es real, con una tarde basta y sobra, lo recomiendo para ir a dar la vuelta, visitar las tienditas y entrar a comer a alguno de los muchos restaurantes que hay. Es un modelo de la Toscana Italiana.","Ciudad de México, México",30 de abril de 2018,abr de 2018
,un pequeño pueblo que te invita a perderte en el....,"Muy bonito, gran oferta de restaurantes y de almacenes de adornos para la casa.  muchas de sus calles parecen sacadas de un cuento medieval, a veces me parece chevere saber como seria de noche pero el tiempo del paseo no nos permitía quedarnos a dormir.... pero vi varias ofertas de hospedaje, me parece que es un buen sitio para  ir a pasar el dia en familia","Cali, Colombia",27 de abril de 2018,abr de 2018
,CUANDO UNO ESTA EN VAL´QUIRICO SE SIENTE EN OTRA EPOCA,"Val´Quirico está ubicado en Puebla México, es un muy pequeño pueblo construido al estilo medieval. Cuenta con algunas casitas, unos muy lindos bares y una plaza central maravillosa, el acceso a la misma es por unos túneles cortitos muy pintorescos a nivel de piso. La plaza central está rodeada de distintos restaurantes todos muy bien decorados y ambientados, se puede almorzar o cenar escuchando música en vivo. Por la noche encienden unos fogones alrededor de la plaza que le dan un toque aún más de época. Todo está muy cuidado y en perfecto estado, los jardines son magníficos y todas las instalaciones están impecables. Recorriéndolo nos encontramos que también se está realizando una ampliación muy importante de las instalaciones bajo el mismo estilo. La recomendación que me permito hacer es que en lo posible no vayan en fines de semana largos, se llena de gente y eso provoca largas colas para estacionar, para comer y para cualquier otra cosa que uno quiera conocer del lugar, si se puede es mejor ir un fin de semana común o día de semana para apreciar y disfrutar mejor del lugar.Vale la pena conocerlo, es un lugar distinto con un estilo muy especial, quizás los que conozcan Europa encontrarán cierta similitud con lugares del viejo continente.","Buenos Aires, Argentina",24 de abril de 2018,mar de 2018
,Muy bonito lugar,"Deben venir y conocerlo todos los detalles hacen parecer que uno está en Italia, es pequeño y se recorre en poco tiempo pero vale la pena detenerse a comprar algunas cosas en la tiendas, disfrutar de unos helados deliciosos y sobre todo detenerse a comer, hay una gran variedad de restaurantes, mi recomendación es La Luna Sulmare Mare visita imperdible. Por ultimo hay buena oportunidad de inversión a futuro deben visitarlo para entender de que hablo.","Ciudad de México, México",22 de abril de 2018,abr de 2018
,Romántico ,"Un lugar encantador, tranquilidad y romanticismo su arquitectura te transporta a otra época excelente para escapar de la ciudad, para disfrutar con amigos, familia, pareja e incluso para ti solito ...  ","Ciudad de México, México",22 de abril de 2018,abr de 2018
,Muy bonito lugar,"Hermoso lugar para estar en pareja, el único detalle es que a las 7 pm ya no hay ningún para comer o cenar.","Oaxaca, México",22 de abril de 2018,abr de 2018
,Sin magia !!!👎,"Visitando varios lugares de México y de Europa este lugar nada emocionante que ofrecer me esperaba algo espectacular tipo pueblo sin ser tan como decirlo como de MAQUETA!!!  Lugar que carece de la magia !!! Todo bien planeado para consumismo, no volveré , prefiero el centro de Puebla !!! Con esa escencia verdadera de un lugar turistico sin ser tan planeado... DECEPCIONANTE 👎",,14 de abril de 2018,mar de 2018
,Un pueblo nuevo con tintes rusticos,"Excelente sitio para pasar un rato.Recomendable para una ida y vuelta desde la CDMX, aproximadamente a 1:40 desde la zona de Polanco. La desviación está pasando la caseta de San Martin a la altura de Xoxtla, hay que salir en la lateral de la autopista y cruzar por debajo de la misma en dirección norte, está bien señalizado y hay que seguir prácticamente en línea recta por alrededor de 10 minutos.El sitio cuenta con estacionamiento a un precio de $30, tiempo libre.Ideal para llegar a desayunar o tomar un brunch, el recorrido del pueblo es muy rápido, cuenta con varias tiendas tipo boutique y una gama amplia de restaurantes, que puede llegar a ser insuficiente en horas pico.Después del desayuno / brunch o caminata, hay varios establecimientos en los callejones para comprar una cerveza y seguir caminando o bien pasar directamente a alguno de los bares para después quedarse a comer y regresar.Es un sitio 100% pet friendly.La variedad de precios tiene una amplia gama, pero definitivamente los precios de los restaurantes no son baratos.100% recomendable para pasar un rato con la familia y/o amigos.",,8 de abril de 2018,abr de 2018
,Chiquito,"El lugar es súper pequeño cuenta como con 10 restaurantes y en algunos tienes que esperar más de40 min para pasar, lo recorres maximo en dos horas","Ciudad de México, México",8 de abril de 2018,abr de 2018
,Un lugar digno de visitar,"Val’Quirico es un pueblito creado en Tlaxcala, inspirado en pueblitos de Italia. Su arquitectura es un deleite para la vista, tanto de noche como de día. Allí encontrarás una gran variedad de restaurantes, bares, boutiques, artesanías, joyería y más. En algunos horario cuentan con música en vivo, hay trovadores, jazz, y otros géneros para disfrutar en familia. Cuenta con un pequeño hotel que les recomiendo reservar con mucha anticipación. Es una joya que definitivamente hay que visitar. ","La Cañada, México",6 de abril de 2018,abr de 2018
,En familia,"Excelente lugar para quien gusta de admirar la edificación del lugar y de un rico platillo en sus diversos locales, venden unas Nieves deliciosas. Por las tardes y noches hay espectáculos, música en vivo que hacen mucho más amena la visita. ","Minatitlán, México",4 de abril de 2018,abr de 2018
,Buen lugar,"Un buen lugar (nada fuera de lo extraordinario), buena opción para comer y tomarte una cerveza, ampliamente recomendable la hamburguesa de queso frito que se vende en el restaurante la mostaza","Ciudad de México, México",1 de abril de 2018,abr de 2018
,Hermoso lugar,"Se recorre en una hora máximo... hay unos 6 restaurantes caros con buen servicio, algunas tiendas; en general lo mejor es la vista ya que no hay mucho por hacer","Ciudad Guzmán, México",1 de abril de 2018,dic de 2017
,Un lugar sin mayor atracción ,"Como todo vamos a conocer por la novedad y porque alguien lo recomendó, no es la cosa del otro mundo tiene su toque peculiar de querer ser una imitación de pueblo Italiano a lo cual le hace falta mucho para igualar a cualquier de la Toscana, y que decepción en estos días, No tienen la capacidad los 6 o 7 restaurantes para recibir tantas personas más de 1 hora y media de espera, wow sólo los muy pacientes lo hacen, espero y siempre tengan así su ocupación porque es más fácil ir a comer a Puebla.","Ciudad Satélite, México",1 de abril de 2018,abr de 2018
,Paseo,"Val’quirico es el lugar perfecto para ti, si deseas recorrer un pueblo con hermosa arquitectura medieval estilo campiña italiana. Tiene restaurantes de comida internacional y lindas tiendas. En esta temporada, hace mucho calor.","Ciudad de México, México",31 de marzo de 2018,abr de 2018
,No es ni pueblo ni italiano,"Lo único bueno fueron los helados y el ingreso al estacionamiento. Fui en semana santa. No estaban preparados para recibir tanta gente. Demasiada espera en todos los resraurantes, mal servicio, alimentos y bebidas mediocres. Fuimos pensando que sería un lugar auténtico. Nada más alejado de la realidad. ",,31 de marzo de 2018,mar de 2018
,Un lugar diferente,"Mis amigos me recomendaron este lugar y tuve la oprtunidad de conocerlo , muy cerca de Puebla este lugar ofrece la oportunidad de inveritir en bienes raices o iniciar un negocio, su arquitectura es muy singular ya que en momentos me parecio estar en el Guanajuato colonia o en la Toscana ,como fui en un día que no se trabaja había mucha gente y la mayoria de los lugares para comer se encontraban revasados . En resumen te racomiendo lo visites pasaras un momento agradable.",,30 de marzo de 2018,feb de 2018
,Algo Diferente,En mi humilde opinion...Es un lugar muy diferente a todo lo que se dice.. no es un pueblo. Es un fraccionamiento con atracciones culinarias. Se disfruta en un solo dia y en un par de horas. Es un lugar para venir a comer.. tomar una copa o cerveza y nada mas. Aun es muy pequeño y esta en crecimiento.. las construcciones son bonitas y definitivamente te sientes en otro pais.. aun le faltan muchas cosas. Es un poco caro pero se disfruta la estancia aqui. Los niños se aburren facilmente ya q no hay atracciones para ellos.. solo es bohemio el lugar. Ideal para parejas o amigos.. es muy bonito. Lo recomiendo para fin de semana,"Ciudad de México, México",29 de marzo de 2018,mar de 2018
,Hermoso lugar,"Valquirico es un hermoso lugar donde hay muchos restaurantes y bares con buenos espectaculos los fines de semana,el chiste de valquirico es que esta construido como una pequeña ciudad de la Toscana tiene mucho encanto y puedes caminar en grandes jardines","San Pedro Cholula, México",28 de marzo de 2018,
,"Nada de extraordinario aun, tal vez con el tiempo mejore","Es un lugar interesante, trata de emular la Toscana, pero se queda corto. Me senti como en Plaza Cuicuilco en la Ciudad de México. Aun esta en crecimiento, asi que puede mejorar y seguramente lo hara. La mayoría de los restaurantes son de carne (para mi fenómenal) pero creo que debería de haber una oferta mas diversa de comida. Pocas tiendas y muy especializadas. Algunas tiendas de ropa podrian embonar perfecto en su estilo arquitectónico y nicho de mercadoComo dijo otra opinion, bonito pero no imprescindible.Por cierto, el dia que estuve ahi, se fue la luz y con ello el encanto del lugar, unas antorchas hubieran ayudado con el ambiente y se hubiera quedado la gente mas tiempo. ","Ciudad de México, México",21 de marzo de 2018,mar de 2018
,"Valquirico divino, pero comer en el  Meson taurino es una mala experiencia","Nos escapamos a Val quirico para conocer tan recomendado lugar. El problema es que había mucha gente y las listas de espera estaba en horas para todos los restaurantes. Optamos por el Meson taurino. Pero, nuestra experiencia fue frustrante. La mesa que nos asignaron estuvo llena de moscas. Y el mesero estresado y con mala atención. A tal punto de que olvidó anotar nuestros platillos principales, noticia que llegó después de la espera de 40min para recibir nuestro entremés y bebidas. Desafortunadamente, encontramos una piedra en una de las ensaladas y nos informaron que no había guacamole 1hra después de pedirlo. Entendemos que el servicio se complica con tanta gente. Pero hay que implementar mejores estrategias para la demanda del lugar.",,19 de marzo de 2018,
,"Bonito, pero no indispensable ","El lugar es bonito, hay mucha gente y los servicios son insuficientes. Los restaurantes pretenciosos, fuimos a uno que se llama Bistrino, las porciones muy pequeñas aunq pedimos un Chateaubrian de 1Kg el sabor estaba bien pero como lo cortaron fue desastroso. Aprox 500 p/pEl servicio malo. Dissapointing en general. ","Ciudad de México, México",18 de marzo de 2018,mar de 2018
,Esun lugar al que debes de ir pero nooara regresar,"Esta increible el lugar hermoso de verdad, solo que crea tantas expectativas que el lugar no las cumple. Tienes que verlo para de verdad entender lo.que estoy diciendo. ","Ciudad de México, México",14 de marzo de 2018,
,Mesón de los reyes,"El lugar muy bonito, el servicio bueno, la comida fatal, para el precio que manejan deberían de cuidar la forma de servir los platos y poner acompañamientos para disfrutarla además de sus excusas sarcásticas para decir que no tienen algo, decepción ",,10 de marzo de 2018,
,Es mejor ir por la tarde noche,"Es un sitio pequeño, no hay nada más que hacer que ir a comer y comer un postre además claro de dar un recorrido (máximo 1h) lo mejor es ir en la tarde cuando esté anocheciendo para ver como encienden las antorchas y disfrutar de algunos grupos de bohemia y trova que llegan a cantar.  ","Tuxtla Gutiérrez, México",9 de marzo de 2018,mar de 2018
,CUOTA EXCESIVA PARA VISITANTES,"En ningún lugar de su pagina viene especificado que las visitas para tours que llegan en autobus tiene un costo adicional, esto es un abuso ya que a los visitantes en carro particular no se les aplica ningún costo adicional.Pésima la actitud del personal que atiende en la entrada posterior, asumiendo que los visitantes no podemos solventar económicamente los servicios de comida del lugar.","Cuernavaca, México",5 de marzo de 2018,mar de 2018
,Hay que visitarlo!,"Tanto me habían hablado, que se presentó la oportunidad de ir; había un evento taurino por lo que había demasiada gente y creo que eso hace que no disfrutes el conocer este pequeñísimo pueblo, por llamarlo así; tiene muy buenos restaurantes, pero muy caros, y por el mismo evento estaban todos llenos, lo mejor es ir temprano, ya desayunados, dar la vuelta, tomar fotos, e irse a Puebla.","Ciudad de México, México",1 de marzo de 2018,feb de 2018
,Hermoso lugar ,Visitamos esta hermoso lugar que es un rescate de ruinas de Hacienda olvidada están haciendo un trabajo increíble Hay que pasear por sus calles empedradas y Edificios restaurados con fachadas increíbles en la parte del centro está una plaza rodeada de excelentes restaurantes Comimos increíble y disfrutamos mucho Hay la opción de renta en bicicleta para recorrer todo este lugar Pero lo puedes hacer caminando y será increíble Muy recomendable ,"Durango, México",26 de febrero de 2018,feb de 2018
,MUUUUY LLENO Y ME ESPERABA MAS,"LLevo 6 meses o mas pensando en que cuando vaya por la zona de Puebla, pasar a conocer. Al fin fui por ahi y un domingo a eso de las 3:30 pm llegue. No había ni lugar para dejar el carro!!  estaba llenísimo!!  Pensar en esperar para comer en algunos de los restaurantes, imposible, todos llenos, asi que decidi no esperar.  Camine por ahi entre las calles y bueno, esta mono el lugar, pero todavía muy chico. en 30 minutos me fui, ya no había nada que hacer y como no estaba dispuesta a esperar 2 horas por una mesa, me fui.","Ciudad de México, México",26 de febrero de 2018,feb de 2018
,Mesón de los reyes,Cune roja en vino cosecha 2014        muy suave  excelente               La crema puerro y jamón serrano       Postre   crema catalana,,25 de febrero de 2018,
,Todavía en construcción,"Hola chicas...Depende mucho de sus expectativas... jueves por la mañana realmente no hay mucho que anime a ir al.lugar...Los atractivos principales son los restaurantes, precios un poco elevados $42 las coronas de media...El lugar está en construcción, el personal realmente no tiene mucha idea y entusiasmo por orientarte en lo que puedes hacer; bueno en realidad no hay mucho que hacer!!!Quiero suponer que en fin de semana, se podría pasar una buena tarde noche...Imagino trova, caracterizaciones y algunos atractivos más, solo lo imagino porque no hay información que lo avale...En mi apreciación de viajero con experiencia nacional...Mi opinión es que no viajes solo por ir a ver...Cómo lugar de paso, máximo un par de horas.Puede ser una buena opción para cena formal y romántica, no niños.Si te gusta la fotografía es un buen lugar ","Cuautla, México",25 de febrero de 2018,feb de 2018
,Debes visitarlo!!,"En definitiva debes conocer este rincón, aunque realmente solo vas a comer y disfrutar un rato, no tiene muchas cosas para hacerSin embargo su arquitectura es padrisima, sales de lo común... el restaurante donde comí la verdad no lo vuelvo a pisar, no recuerdo su nombre pero está aún costado de la catrina... los costos son algo altos y la atención fatal, pague un mojito en 103 pesos y siendo la especialidad de la casa, no vale la pena, la arrachera me costo 250 aprox y un sartén de espárragos 70 Las Nieves esas si están deliciosas 😊","Morelia, México",20 de febrero de 2018,feb de 2018
,Vale la pena visitar,"Me habían recomendado ir a conocer este lugar, cuando nos animamos a ir no sabíamos a ciencia cierta que íbamos a encontrar, cuando llegamos fue muy satisfactorio ver las construcciones que aquí existen, como un pueblo europeo. Existen restaurantes con carnes exóticas que invitan a paladear. Los bares con buen ambiente. Es una atracción familiar. No se queden con las ganas de visitar este lugar.","Puebla, México",7 de febrero de 2018,feb de 2018
,Paseo express,"No toma todo el día, de hecho pasamos a comer en un viaje Xalapa-México sin deviarse mucho de la autopista. Muy agradable lugar, el clima es ideal, la escenografía de pueblo italiano le da encanto y solo requieres tiempo para dar un corto paseo, tomarte fotos y sentarte a comer o a beber algo. A las 6 pm un personaje montado a caballo encendió las chimeneas en el zócalo lo cual estuvo bastante bien!",,5 de febrero de 2018,feb de 2018
,Es un fraccionamiento,"Picada por la curiosidad de la promoción hecha por las redes sociales, el pasado octubre fuí a conocer el”pueblo Toscano en México”Es un chasco. Apenas algunos restaurantes (aunque si son recomendables) y tiendas. Muuuuuuchos terrenos cercados pero sin construcciones. 😞Hay un hotel en el fraccionamiento, pero no creo que valga la pena reservar, ya que el lugar se recorre en media hora como mucho.Es una buena opción para pasar a comer de camino a Puebla, pero nada más ","Ciudad de México, México",5 de febrero de 2018,oct de 2017
,"Espectacular, Un MUST","Excelente lugar para ir en familia, con amigos, con tu pareja... los restaurantes en el zocalo le dan un toque muy Europeo, el ambiente, el servicio, la seguridad... todo te hace sentir agusto y disfrutar una maravillosa tarde con comida de calidad.Si vas a Puebla o camino  Tlaxcala no dudes en parar a comer ahi.Yo los acabo de comenzar a seguur x facebook super vale la pena","Ciudad de México, México",5 de febrero de 2018,
,Para dominguear a gusto!!!,"Recorrido corto en una escenografía muy agradable de tipo europeo. Para comer algo y caminar un poco, no lleva mas de 3 horas y acabar el día en otro lado.",,4 de febrero de 2018,feb de 2018
,"Increíble lugar, fresco, relajado y comida rica. ","Es un lugar en donde encontrarás mucha tranquilidad, el clima es agradable en el día y por la noche el clima se torna más frío. Se encuentra cerca de Cholula, el lugar no es tan grande pero te permite pasar un momento muy lindo. Encontrarás comida, italiana, africana, americana, incluso hay un bar por la noche que es más actual donde podrás pasar un rato único. ","Cancún, México",4 de febrero de 2018,feb de 2018
,Espectacular,Un lugar altamente recomendado para visitar y sobre todo para comer. Una variedad de restaurantes para todos los gustos. El lugar muy bien hecho con estilo medieval. Si vienes a Puebla debes de conocerlo ,"Morelia, México",4 de febrero de 2018,feb de 2018
,Lugar Calido,"Un lugar que te hace recordar la toscana, Italia, Su arquitectura y riqueza están presentes en este lugar, es pequeño, puedes hacer un viaje de ida y vuelta, tiene un área de restaurantes para disfrutar de la hora de la comida. Encontrarás opciones como carne a la parrilla, cortes, hamburguesas, mariscos, platillos gourmet y una ostería italiana con pastas y pizzas, Heladerías, cafeterías, tiendas de artesanías y un área especial con juegos para niños.",,30 de enero de 2018,sept de 2017
,La forma mas barata de viajar a Europa,"Alrededor de las abandonadas paredes de la antigua Hacienda de Santa Águeda se ha recreado un pequeño pueblo toscano con un buen número de restaurantes, cafés y tiendas en los que el buen gusto y una excelente reproducción de elementos arquitectónicos confunden nuestros ojos y nos hacen creer que efectivamente nos encontramos en un lugar de medio milenio de construcción. Lo mejor es que la comida es de muy buena calidad y sabor.","Puebla, México",29 de enero de 2018,dic de 2017
,original.,"Nos gustó mucho llevar a la familia a un ""pedacito de Europa"" en Puebla.Está muy limpio, con restaurantes, cafeterías, heladerías y tiendas de souvenirs.Recomendable.","Cancún, México",28 de enero de 2018,dic de 2017
,Un pedazo de Europa en México,Es un lugar especial. Te traslada a Europa. Sus restaurantes agradables. Para una celebración de cumpleaños está ideal.,"Santiago de Querétaro, México",23 de enero de 2018,sept de 2017
,Escapada a Tlaxcala,"Es un lindo lugar para ir a charlar con los amigos o pareja, el estilo arquitectónico esta muy cuidado. Se puede llegar en transporte público en menos de una hora desde la Ciudad de Puebla.",,22 de enero de 2018,dic de 2017
,Viajando a la Toscana,"Un viaje en el tiempo entre callejones, empedrados , música, comida,familia o amigos.No pierda la oportunidad de visitarlo .Excelente opcion para invertir en propiedades y negocios.Creo que un par de noches en pareja seria una buena opción .","Ciudad de México, México",13 de enero de 2018,ene de 2018
,Que más ?,"Viajamos casi 3 horas para visitarlo, y nuestra sorpresa es que ...  solo es un fraccionamiento común bonito centro comercial con restaurantes y tiendas , viajar por todo MEXICO para admirar todo lo bonito de nuestro país pero este lugar es solo un centro comercial NO ES UNA BELLEZA DE NUESTRO PAÍS , un recorrido de una hora es suficiente y todo los precios son altos, no vale la pena viajar solo para conocerlo. No regreso ","Juan Morales, México",13 de enero de 2018,dic de 2017
,Excelente centro turístico aún en construcción,"Ya me habían comentado que Val Quirico era una visita obligada en mi visita a Puebla, por lo que fue mi primera parada durante mi viaje. Puedo decir con gusto que está justo a las afueras de la ciudad, a 10 minutos de Puebla y que vale mucho la pena su visita. Si bien aún existen muchas cosas en construcción y su fama ha hecho que los visitantes saturen el lugar a tal grado de esperar una hora por una mesa, vale la pena cada uno de los lugares aquí, ya que emula a un pueblo mágico de estilo italiano que nos dejará con un buen sabor de boca. Las tiendas y lugares son todos muy coloridos y se puede pasar una excelente tarde en este lugar,","Ciudad de México, México",9 de enero de 2018,dic de 2017
,Me encanto!! Visita Obligada,"Fui el 31 de Diciembre, me encanto este lugar, impecablemente limpio, te transportas a otro lugar.Tiene varias opciones de restaurantes, algunas tiendas (nada que quite el sueño) peroes un lugar que recomiendo para ir a comer, caminar y tomar la copa.Yo desayune ahi me hubiera gustado mas bien ir por la tarde o por la noche.Vuelvo  visitarlo encantada!",MEXICO,5 de enero de 2018,dic de 2017
,Lindo lugar sin se extraordinario,"Visitamos este lugar hace un par de días. Podría decir que tiene una arquitectura linda, simulando a la campiña italina, sin embargo la oferta gastronómica y turística es aun reducida, Los restaurantes son caros respecto precio-calidad. Definitivamente en algunos años sera uno lugar extraordinario.","Zona Metropolitana de Guadalajara, México",4 de enero de 2018,ene de 2018
,Un hermoso lugar,Creo que la major descripción es que hizo mi hijo de nueve años: “¿Cómo es posible que en medio de la nada haya un lugar tan hermoso?”,"Pachuca, México",3 de enero de 2018,ene de 2018
,Una pequeña villa q vale la pena ,"Es un muy pequeño poblado que recorres en una hora o menos, el lugar esta lindo tiene toques europeos pero no se compara con la Toscana italiana. Tiene cosas lindas por ver e ir en pareja creo que es un lugar ideal para una cita ahí. Un lugar recomendable a visitar cerca de puebla ","Ciudad de México, México",3 de enero de 2018,ene de 2018
,Solo si vives cerca,"Val Quírico es un compilado de una plaza y un par de calles a la redonda, lo han vendido demasiado para lo que aún ofrece. El lugar es pequeño, no hay mucho que ver pues aún esta en crecimiento. Por lo mismo, los pocos restaurantes se saturan, tienen un pésimo control, una pésima atención y unos precios de restaurante de cocina de autor que desmerece por el puro trato. Curioso lugar pero no regresaría.","Ciudad de México, México",1 de enero de 2018,ene de 2018
,Zona de Restaurantes fuera de lo común ,"No hay mucho que ver.... a excepción de la arquitectura y el ambiente provinciano europeo que asemeja una aldea.... es un conjunto de Restaurantes eso si con una extensa variedad en platillos predominio cortés.... pato... jabalí...venado... res... etc etc.... no está terminado así que aún no tiene un potencial de exquisitez visual.Es totalmente pet friendly así que pueden llevar a sus mascotas.....las tiendas de recuerdos están reducidas a artesanias de buena calidad. Todo se reduce a paseo, comida y salir de lo cotidiano. Buen ambiente. ","Orizaba, México",31 de diciembre de 2017,dic de 2017
