Author,Titulo,Review,OrigenAutor,FechaOpinion,FechaEstadia
,Un lugar precioso y no muy conocido,"Cuando fui a Tlaxcala, se ven en lo alto las dos imponentes cúpulas de la Basílica de Ocotlán en blanco, tomando un tour desde el centro de la ciudad, nos llevaron a conocer esta Basílica, la cual tiene un atrio muy grande y por dentro el retablo del altar está cubierto todo en hoja de oro, me pareció muy similar a la del ex-convento de Churubusco. Es una iglesia hermosa, tiene una cúpula impresionante y es un lugar que no es muy conocido y es digno de conocerse.","Ciudad de México, México",19 de mayo de 2016,abr de 2016
,Es una parte de la excursión,"Mientras el caballo de Tranvia tour usted puede visitar este lugar. Una Iglesia muy importante, una basílica con una fiesta una vez al año. Muy grande, muy bien conservados y con vistas.",Mexico City,3 de mayo de 2016,abr de 2016
,Una de las bellas Iglesias de México por dentro y por fuera.,"Bellos retablos, cúpulas muy adornadas con colores dorados, su sacristía se puede visitar y en su interior se observan pinturas de la anunciación a la Virgen entre otras imágenes, existen guías que te explican todo lo relacionado a la Basílica, su exterior es sobrio y con un atrio amplio, se llega caminando desde el centro de Tlaxcala o en carro a muy corta distancia.","Veracruz, México",14 de abril de 2016,mar de 2016
,Una de las cinco capillas más hermosas,"Ésta Basílica es impresionantemente bella,la visité como parte de un recorrido turístico en Tlaxcala,es majestuosa,la figura de la Virgen es de las más bellas que he visto,con el estilo churrigueresco en la fachada y dentro de la capilla que está hecha en oro de manera bellísima resulta imperdible no darse una vuelta,repito es indispensable ir cuando se va a Tlaxcala","Ciudad de México, México",29 de marzo de 2016,mar de 2016
,Tour turístico ,"Aunque fue una visita rápida, sí que valió la pena. Es parte de un tour en camión que sale del zócalo de Tlaxcala.La iglesia por dentro es bastante bella, llena de oro laminado en estilo churrigueresco.Buena opción para conocer y fotografiar.","Ciudad de México, México",26 de marzo de 2016,mar de 2016
,máximo arte barroco tlaxcalteca,"sin duda alguna un lugar obligado al visitar la ciudad de tlaxcala es la basilica de ocotlan,  de estilo barroco, en su interior resguarda la virgen que se aparecio en el pocito tambien digno de visitarlo a unos cuantos metros de distancia.","Aguascalientes, México",23 de marzo de 2016,dic de 2015
,No soy catòlica pero..,"No soy muy religiosa, pero aùn asì me encantan las iglesias como arte arquitectonico, además que esta por dentro es hermosa, sus adornos de lamina de oro son bellisimos.","Ciudad de México, México",21 de marzo de 2016,mar de 2016
,"""visita a la Basilica de Ocotlán""","Excelente visita a esta parada obligada por Tlaxcala, lo más impresionante es ver el laminado en oro del retablo principal, la entrada al camerino de la bBasílica es muy bello se respira un ambiente sacro impresionante, existe una mesa central en el camerino realizada de una sola pieza que por lo que entendí, la prestan para exhibirla en Ferias Internacionales y a estado en varias partes del mundo; vale la pena visitarla, además hay que visitar el ""Pocito"" donde el agua que te ofrecen es refrescante y reconfortante, se toma y se siente su frescura y limpieza, además hay que oir la leyenda alrededor de este santo lugar te lo recomiendo ampliamente para que lo visites.","Tlaxcala, México",16 de marzo de 2016,dic de 2015
,Parada obligada,La visita al centro de Tlaxcala es a mi parecer obligada en un fin de semana por esa región. El mercado de artesanías muy bonito y surtido y la vistas muy agradables.,Mexico City,10 de febrero de 2016,feb de 2016
,Histórico y Religioso ,En Ocotlan hay 2 atractivos. Basílica y pozo de agua Santa. Recomendable para católicos y gente que le gusta la historia.  Lugar familiar.  Para oración! La basílica es muy bonita. Y la Virgen inspira! ,,9 de febrero de 2016,feb de 2016
,Genial,"Un lugar de admiración, ver toda esa cantidad de oro laminado y la fe con que la gente la visita, es maravilloso. Un templo  pequeño pero lleno de belleza en lo más alto del mirador de la ciudad. Vale la pena visitarla. ","Ciudad de México, México",8 de febrero de 2016,feb de 2016
,Hermosa,"Muy hermosa la Basílica, cerca se encuentra El Pocito que también es digno de visitarse, entre lo mejor de Tlaxcala.","Puebla, México",23 de enero de 2016,ene de 2016
,Bella y Historia Basilica,"es un paso casi obligatorio si visitas la cuidad de tlaxcala, muy hermoso para visitar y conocer la historia del lugar.","San Nicolas de los Arroyos, Argentina",23 de enero de 2016,may de 2015
,Hermosa Basilica,"Es de las mejores iglesias que hay en el país por su estilo arquitectonico y su conservación, visita obligatoria al ir a Tlaxcala. Muestra del Barroco en su máximo esplendor.","Santiago de Querétaro, México",6 de enero de 2016,ago de 2015
,Realmente imperdible,"Unos retablos barrocos impresionantes, con chapa de oro, recién retocados.El camerín de la basílica es lo más bonito.","Ciudad de México, México",31 de diciembre de 2015,dic de 2015
,Belleza arquitectónica desde las alturas,"La Basílica se encuentra subiendo una colina desde el centro de la ciudad. Al llegar, domina la vista desde el atrio, del imponente templo que cuenta con gran altura y una arquitectura muy ornamentada en color claro. La zona es muy tranquila y merece un paseo relajado, por ejemplo, para después de comer.","Ciudad de México, México",15 de diciembre de 2015,nov de 2015
,Impresionantes vistas,"Ocotlán se debe ya sea en Puebla y Tlaxcala. Construido en el 1500, la iglesia fue terminada por indios.La Virgen apareció a un hindú que al final se tomó la estatua del templo actual. conchas de mar son tema aquí, donde la más grande alberga el santuario principal.Una visita obligada!","Ciudad de México, México",16 de noviembre de 2015,nov de 2015
,Hermoso monumento histórico,"Con una increíble fachada y con un color que le da mucho realce , ademas del amplio atrio , visitarla es casi obligado cuando vayas a tlaxcala. Muy bonita.","Xalapa, México",5 de noviembre de 2015,oct de 2015
,Una de las basílicas más bonitas en Tlaxcala,"La basílica de Ocotlán tiene una fachada muy bonita tanto por fuera como por dentro, muy muy recomendable visitar estando en Tlaxcala, y a unos cuantos metros esta la capilla de la virgen de Ocotlán donde nace agua Milagrosa. ","King of Prussia, Pensilvania",24 de octubre de 2015,oct de 2015
,Basílica de OCOTLÁN,"Basílica de Ocotlán es precioso por dentro, visitamos un tiempo.Paramos aquí enemigos masa. Pudimos comprar mismo agua del manantial que la Virgen María se apareció en 1541 a Juan Diego Bernadino y dije que esta agua para curar la gente del pueblo para la pague tenían.","Surfers Paradise, Australia",1 de octubre de 2015,sept de 2015
,Aroma de la espiritualidad,"Para los amantes de costumbres y tradiciones la Basílica de Ocotlán es el lugar adecuado, al entrar te cautivará el olor provocado por incontables ramos florales en su majestuoso altar. ","Ciudad de México, México",30 de septiembre de 2015,may de 2015
,Una joya del barroco Tlaxcalteco,"Una joya del barroco Tlaxcalteco, destaca su decoración que le da un aspecto teatral. En su interior podras admirar. Destaca por su fachada de ladrillo y argamasa. Te recomiendo el camarín de la virgen (hay que pedir permiso para verlo) tiene unas pinturas bellïsimas.","Ciudad de México, México",17 de septiembre de 2015,ago de 2015
,Imperdible,"La basílica, si bien no es impresionante por su tamaño, sí lo es por su bella fachada. El camarín de la Virgen es una joya que bien vale la pena admirar.","Texcoco, México",1 de septiembre de 2015,mar de 2015
,Ejemplo del poder de la iglesia católica.,"Ubicada en la cumbre de una loma, atrio muy grande, decorada interiormente con retables de madera. Un ejemplo del poderío de la iglesia católica en una ciudad con habitantes muy inmersos en esa religión.","Villahermosa, México",28 de agosto de 2015,ago de 2015
,Bellísima Basilica,"Primeramente Ocotlan quiere decir ""lugar de Ocotes"" donde había demasiados Arboles de Ocotes. El Ocote es un tipo de árbol que se usaba demasiado para prender cualquier fogata. Entre el bosque fue donde se apareció la Virgen de Ocotlan en un árbol de ocote y al ver este aparecimiento los indígenas la tomaron y le construyeron este santuario que paso a convertirse en Basílica.. Es muy hermosa e interesante.","Ciudad de México, México",25 de agosto de 2015,ago de 2015
,Imponente lugar con unas pinturas en donde Dios parece seguirte con la mirada,"La basílica está recubierta de oro, imponente. Lo mas bonito es la parte trasera del atrio. Si tienen suerte pidan a la señora que cuida que les abra. Podrán descubrir unos tesoros espectaculares.","Ciudad de México, México",13 de agosto de 2015,ago de 2015
,"Precioso, todavía iglesia funcional.",Esta era una parada de la excursión que hicimos por un autobús desde la plaza de la Constitución. Es una hermosa iglesia. Había un Quincinera en el momento en que así que pudimos ver un poco de la cultura.,Texas,12 de agosto de 2015,ago de 2015
,VISTA IMPRESIONANTE,"No se por donde empezar, si por lo maravilloso de su Arquitectura con sus dos torres, su fachada, la nave del templo con un hermoso cancel de cedro neo barroco, su retablo de la pasión de estilo churrigueresco y tantos detalles mas  como las hermosas vistas desde su atrio desde donde se puede apreciar las  montañas como son la Malintzi, el Popocatépetl y el Iztlaccihuatl,","Orizaba, México",12 de agosto de 2015,oct de 2014
,capillas,"entre tlaxcala y puebla tienen las capillas mas bellas de la colonia , falta la de taxco y santo domingo en oaxaca para concer las mas bellas","distrito federal, mexico",5 de agosto de 2015,jul de 2015
,Un must en tu viaje a Tlaxcala,"Una belleza, patrimonio de la humanidad, por fuera no te apantalla pero cuando entras wow! la magia aparece. Te va a gustar pero si quieres que te asombre, entra con un guía, necesitas escuchar todo lo que hay detrás de esta hermosa basílica.","Ciudad de México, México",5 de agosto de 2015,ago de 2015
,Preciosa construcción y ambiente,Un must-visit en tu próxima visita a Tlaxcala. Adornada muy bonita por fuera e impresionante por dentro. Un pulquesito en el mercado de afuera complementa la visita!,"Ciudad de México, México",15 de julio de 2015,jul de 2015
,HERMOSA IGLESIA,"La iglesia tiene acabados impresionantes, claro que tambien ayudo mucho el guia del tranvia que nos llevo, ya que te da un recorrido bastante ameno, narra todo con singular alegria. Pero definitivamente si es una de las iglesias mas hermosas que he visitado.","Estado de México, México",13 de julio de 2015,jul de 2015
,Lugar de culto,"Debido a que el pueblo de Ocotlán era un lugar abundante de ocotes frondosos, pues su nombre se compone de dos palabras en náhuatl: ocotl---Ocote y Tlatla---Arder, de las que resulta Ocotlán y que significa “El Ocote que Arde”.","Tlaxcala, México",11 de julio de 2015,jul de 2015
,Un lugar muy bonito y con un gran valor religioso y arquitectónico,En el tour que tomamos en el centro de Tlaxcala nos llevaron a conocer esta bonita Basílica en donde pudimos admirar el lugar donde preparan a la virgen cada vez que va a salir a su recorrido anual.Además nos mostraron la capilla de San Lorenzo la cual cuenta con una bonitos lienzos representando varios momentos bíblicos.Afuera de la basílica venden un pan de fiesta muy sabroso el cual les recomiendo.,"Apodaca, México",9 de julio de 2015,jul de 2015
,ES UNA DE LAS IGLESIAS MAS BONITAS DEL ESTADO DE TLAXCALA,"Es una Iglesia representativa tambien como monumento del estado de tlaxcala al que tambien se le conose como Cuna de la Nacion, como uno de sus atractivos cuenta con una mesa hecha de una sola pieza y su atrio esta recubierto en lamina de oro",chiautempan tlaxcala,9 de julio de 2015,jul de 2015
,Una iglesia típica mexicana,"El templo es típico de la zona, cuenta con un atrio terminado en oro y en fin de semana con un tianguis en las afueras en el que se pueden degustar antojitos mexicanos y dulces típico de la región.","Ciudad de México, México",8 de julio de 2015,jul de 2015
,Hermosa la Basilica de Ocotlan,"Estuve en la Basílica de Ocotlán, escuche la misa de la boda de unos amigos, me encanto el interior, los retablos son impresionantes, quienes visitan Tlaxcala están obligados a visitarla","Tuxtla Gutiérrez, México",25 de junio de 2015,jun de 2015
,En la cima,"Una de las más elaboradas iglesias barrocas que hemos visto en México, lo que está diciendo mucho! Varios artistas estaban trabajando en andamios, restaurando el Dorado alrededor del altar. Estuvimos allí la semana después de una fiesta de la Virigin de Ocotlán y peregrinos estaban rezando a ella grandes, la estatua ataviada para curarse de sus males. Fue una experiencia conmovedora.","Allentown, Pensilvania",2 de junio de 2015,may de 2015
,Hermosa basílica!,"Hermosa Basílica de estilo barroco, un lugar imperdible de la ciudad de Tlaxcala, aunque alrededor de la basílica ya no hay ningún lugar de interés.","Morelia, México",1 de junio de 2015,jun de 2015
,"El interior es maravilloso, el exterior es sorprendente","Este es uno de los más venerados santuarios de México. El nombre viene de la colina de Ocotlán, en la que se encuentra el Santuario. La iglesia fue construida después de la aparición de la Virgen María a una Countryman local en 1541, pero el edificio actual data del siglo 18. La iglesia es ensalzado como uno de los mejores ejemplos de arquitectura barroca mexicana; de hecho, el interior es absolutamente maravilloso, mientras que el exterior parece más ""pop"" y desconcertantes. De todos modos, la iglesia es sin duda vale la pena una visita. Pienso alrededor de una hora y media.El interior del edificio tiene una estructura muy sencilla (una nave y una pequeña se comunican entre sí), pero la decoración es extraordinariamente rica y hermosa, de hecho, uno de los más abundantes que he visto en México. El ábside y las dos transepts están completamente cubiertos (techo de pared y suelo a pared) con altares de churrigueresco el cual ofrece desde, esculpidas y dorados. Las paredes de la nave son adoptadas por 6 enormes cuadros revestido de moldeados y marcos dorados. Cualquier otro espacio disponible está lleno de adornos. El conjunto parece armonioso y bien proporcionadas; al mismo tiempo, lo que es absolutamente impresionante. Mirando este interior justifica el viaje a Tlaxcala.El exterior es atractivo pero, en cierto sentido, extraño y sorprendente. De hecho, la estructura del edificio es muy elegante, pero una cuestionable uso de colores debases la genial obra de los arquitectos. La fachada, generosamente esculpidas en estilo churrigueresco el cual ofrece desde, fue suprimida con una capa de yeso blanco y el mismo destino ocurrido a la cumbre de las hermosas torres-campanario. El sentido del drama, típico de los escenarios barrocas, ha sido completamente se han perdido, y la fachada ahora parece un poco una boda-pastel gigante adornado con figuras blancas. Me han dicho que esta desafortunada acuerdo se hizo por necesidad, ya que la fachada no era esculpida, pero fabricadas con ladrillos yuxtapuesta, como un ""lego""; el ensamble era entonces largos y finalmente blancas.El santuario está en la cima de una colina, a menos de 1 milla del centro de la ciudad. Es posible ir a pie, pero es más práctico para tomar uno de los frecuentes micro-buses marcados Ocotlán, (6,50 pesos = 0,47 US$ ); te dejarán en la iglesia. En frente de la iglesia hay puestos para satisfacer a los visitantes y recuerdos de venta.","Milán, Italia",27 de mayo de 2015,feb de 2015
,Excelente lugar ,Un excelente lugar; muy acogedor con una arquitectura sencilla pero muy detallada; un lugar que no se debe dejar de visitar al ir a Tlaxcala.,"Pachuca, México",12 de abril de 2015,
,Es una excelente construcción y ejemplo internacional de arquitectura barroca mexicana. ¡Vale la pena difundirla!,"Me agradó; la originalidad de esta aquitectura,la limpieza de la zona,la co,mida típica y la disposición de los lugareños por auxiliar en la difusión de su patrimonio arquitectónico.","Puebla, México",10 de abril de 2015,abr de 2015
,Hermosos techos,"La ciudad de Tlaxcala es un buen lugar para tomar el almuerzo, y subiendo la colina era la Basílica, que era bueno para ver. Techos de oro es fabuloso, y entrada libre. Tienes que pedir uno de los guardianes de la iglesia si quieres ir a la catedral, que es sin duda merece la pena echarle un vistazo",Derby,1 de abril de 2015,abr de 2015
,UNA MARAVILLA DEL ARTE BARROCO DE LA COLONIA,"Todo visitante de Tlaxcala debe ir a conocer ese santuario que probablemente sea uno de los tres mas hermosos e impactantes de México. Sólo por conocer este lugar vale la pena el viaje. No debe uno, por ningún motivo, olvidarse de entrar al Camerín de la Virgen que es una joya plena retablos barrocos dorados.","Guadalajara, México",28 de marzo de 2015,mar de 2015
,Punto perfecto para admirar la vista.,"La construcción es hermosa, la portada hecha por manos indígenas exquisita y el interior guarda una impresionante decoración con laminados de oro.","Ciudad de México, México",26 de marzo de 2015,
,muy buen lugar,"excelente la arquitectura, por dentro, muy bonita, y la gente muy amable, muy grande la plaza, regresaré","Ciudad de México, México",25 de febrero de 2015,feb de 2015
,Altamente recomendado.,"Este es uno de los más hermosos barroco basílicas que tienes que visitar. Y en la partetrasera de la Basílica, hay una pequeña y exclusiva capilla llamada ""de la Virgen cofradía"", tienes que probar a visitar esta capilla, es ""muy bonita""","Tlaxcala, México",19 de febrero de 2015,mar de 2014
,Iglesia indispensable de visitar en Tlaxcala,"Es bonita de día y de noche, varias veces al año como hoy 14 de febrero organizan eventos con juegos pirotécnicos y una pequeña feria, pero igual si no hay eventos es bonita iluminada de noche y el interior tiene también lo suyo, la visita es rápida así que no te tomara mucho pasa a visitarla, si vas de noche baja rumbo al centro y encontrarás Moya si te interesa una cena italiana ahora que si prefieres carne tendrías que tomar hacia el lado opuesto y buscar el tacoqueto",Tlaxcala,14 de febrero de 2015,
,Me gustó,"Muy linda basílica, algo descuidada en su exterior pero hermosa en su construcción. Para los devotos un mágico lugar. ",,28 de enero de 2015,ene de 2015
,Hermosa iglesia,"Tomé el trolebus que te da un paseo por la Ciudad de Tlaxcala, la verdad es que bajé a ver esta basílica con ninguna expectatiae pero quedé gratamente sorprendido por su belleza interior y exterior, una de las mejores Iglesias que haya yo visitado y es un infaltable en tu visita a Tlaxcala. Creo que necesitan explotar un poco su potencial turístico","Ciudad de México, México",26 de enero de 2015,jul de 2014
,Hermosa arquitectura!!!!!,"Visitar la Basílica de Ocotlan es darse la oportunidad de conocer un lugar lleno de religiosidad, además de ver la hermosa arquitectura de el lugar no dejen de visitar el pocito y llevarse un poco de agua bendita y de probar los deliciosos antojitos que se venden en sus cercanías se encuentra en la ciudad de Tlaxcala y es un lugar encantador.,","Apizaco, México",20 de enero de 2015,ene de 2015
,Muy bello mi ocotlan,Ir a la basílica de nuestra señora de ocotlan es hermoso su arte y su historia es muy lindo más entrar y ver todas sus pinturas y saber su historia muy bello,,11 de enero de 2015,
,Una gran caminata,"Es una buena y saludable caminata hasta la colina esta iglesia. Fantásticas vistas de la ciudad y Popocatepetl. La iglesia es bonita por dentro, aunque había muchos andamios cuando visitamos para su restauración.","San Rafael, CA",10 de noviembre de 2014,oct de 2014
,Hermosa iglesia y hermosa vista,Cuando vas a provincia uno de sus mayores atractivos son las iglesias y esta no es la excepción. Existen colectivos que te llevan a las puertas del templo y desde ahí ves la ciudad de Tlaxcala que es muy linda y muy limpia.,"Ciudad de México, México",28 de octubre de 2014,nov de 2013
,de estilo barroco.,"Este precioso y muy bien cuidada iglesia, situado en z pequeño incremento un breve paseo desde el centro, era como y con espuma y tan bonitas como un pastel de boda, que era apropiado como una boda iba mientras estuvimos allí. Esto era bastante bonito, ver la iglesia siendo utilizada.",California,8 de octubre de 2014,dic de 2013
,Una de la más bellas Iglesias en el Estado de Tlaxcala,"Una de las mas bellas y mejores Iglesias en el Estado de Tlaxcala, con un retablo hermoso y realmente demuestra que es una Basílica por lo majestuoso e imponente del recinto.Una visita obligada si vas a la Ciudad de Tlaxcala.","Ciudad de México, México",7 de octubre de 2014,nov de 2013
,Excepcional,"La basilica se encuentra sobre una colina en las inmediaciones de la Ciudad de Tlaxcala. de excelente acceso,  La fachada se alcanza a ver desde lejos con ese tono blanco delicado,  que se pueden apreciar, el conjunto llama mucho la atención y estando ahí puede uno maravillarse con la fenomenal vista de Popocatépetl y el Iztlaccihuatl. ","Orizaba, México",6 de octubre de 2014,oct de 2014
,Belleza colonial,"Excelente arquitectura, para los amantes de la época colonial... Vale la pena admirar el retablo mayor y el órgano, la bóveda principal",Tlaxcala,1 de septiembre de 2014,ene de 2014
,Muy linda basílica. ,"Ubicada a tan sólo un kilómetro de Tlaxcala, se encuentra esta bella basílica. Su interior aguarda sorpresas que no en todos lados se puede visitar, en este caso el salón donde visten año con año a la virgen.  Esta increíble ! ",,18 de agosto de 2014,
,Vale la pena una visita.,Hicimos el viaje en 2009. Esta fue una de las basílicas de los puntos del orden del día y el lugar de las aguas milagrosas. Es buscada por los visitantes debido a la curación poderes contenida en el mismo.,Trinidad,13 de julio de 2014,ago de 2013
,EXCELENTE,"Es una Iglesia muy grande y muy bien cuidada, desde la entrada, el Atrio es muy amplio estando este muy limpio. Como fui a una de las fiestas de la Iglesia te dejan pasar hasta el altar donde se encontraba la Virgen de Ocotlán. En estas fechas se pone muy bonito (tercer lunes de Mayo) que es la bajada de la Virgen, Desde el domingo en la mañana en las calles se pones muchos puestos de comida, venden Tlacoyos,  memelas de diferentes salsas, quesadillas de flor de calabaza, y mucha comida diferente y muy rica, no te arrepentirás. A las 12 de la noche de ese domingo adentro de la Iglesia le cantan las mañanitas a la virgen y posteriormente la comienzan a bajarla  hasta Tlaxcala. Paseándola por diferentes calles, adornadas estas  con tapetes de aserrín y flores de muchos colores, todas estas calles e ven muy bonitas. Pasa por diferentes iglesias de Tlaxcala como, Parroquia de San José, el pocito de Ocotlán donde se tiene agua milagrosa.","Guadalajara, México",2 de julio de 2014,may de 2014
,Nada impactante,"el tamaño de la iglesia es regular, adentro esta bien cuidada pero no hay nada que la distinga de las demás, fuí a una fiesta y bien adornada si se ve muy bien. Los lugares donde tienen a los santos y la virgen si merecen una mención honorífica ya que los tienen muy bien cuidados y limpios.","Puebla, México",3 de junio de 2014,dic de 2013
,Hermoso lugar,Fui a una boda y quede encantada con tan hermoso lugar. Sin duda una de las iglesias mas bonitas que eh visto. Uno de los lugares mas bonitos de Tlaxcala.,,6 de mayo de 2014,may de 2014
,Preciosa!,Sencillamente una de las iglesias mas bonitas de Mexico... vale la pena especialmente el camerin de la Virgen y el retablo mayor.No dejen de visitar el pocito de ocotlan de cuyas milagrosas aguas pueden sanar enfermedades y males.,"Mérida, México",22 de abril de 2014,abr de 2014
,ARTE BARROCO CHURRIGUERESCO EN SU ESPLENDOR...,"Construída con ladrillo recortado y recubierto por argamasa (cal y arena), se encuentra esta joya arquitectónica del arte barroco churrigueresco. Se erige imponente con sus dos torres blancas en una colina. Esta edificación se sitúa en un lugar único, ya que desde ahí se puede ver el valle y los volcanes Malintzín, Popocatépetl y el Iztlaccihuatl. Vale la pena visitarla y conocer su historia, misma que se le atribuye a la Virgen de Ocotlán.","Cancún, México",4 de marzo de 2014,feb de 2014
,Bellísima joya del Barroco,"La fachada de esta hermoso templo católico esta construida en su frente y sus Torres de argamasa. En el interior esta representado en todo su esplendor el estilo barroco. Se venera a la Virgen de Ocotlán, a la que se atribuyen grandes milagros. Detrás del altar principal se encuentra el bellísimo Camarín de la Virgen, el cual no está abierto al público pero se puede acceder a dicho recinto solicitando el permiso en las oficinas parroquiales. Si visitan Tlaxcala no deben dejar pasar la oportunidad de conocer esta joya arquitectónica. La entrada no tiene costo.","Tlaxcala, México",20 de enero de 2014,ene de 2014
,Basílica de Ocotlán y Capilla del Pocito,"La mejor muestra de barroco en el Estado de Tlaxcala; desde su inigualable ubicación se observa un excelente paisaje. Se puede ir caminando desde el centro, pero puesto que se encuentra en una colina, la subida puede resultar algo agotadora. Desde la Central Camionera sale una combi de franjas morada y violeta que los dejará en frente.Después de su visita a Ocotlán pueden pasar por la Capilla del Pocito (en la esquina de la plaza frente a la Basílica verán una señal azul con una flecha hacia abajo, hay que seguir la calle empedrada hasta dar con ella) construida sobre un manantial de supuestas aguas milagrosas . Aunque ya casi no quedan elementos originales, es un lugar obligado para los creyentes.  Siguiendo derecho por esa calle, en unos minutos estarán de vuelta en el centro de la ciudad.","Ciudad de México, México",30 de diciembre de 2013,dic de 2013
,"""basílica  de ocotlán""","vale la pena visitarla ya que cuenta con retablos originales  y fachada tipo churrigueresco bañada en lamina de oro de 23.5 k, además es importante conocer el camarín ya que conserva la mesa original que tiene detalles de figuras indígenas y en sí el recinto cuanta la historia de la virgen de Ocotlán a través de sus lienzos antiquísimos.","Ciudad de México, México",21 de noviembre de 2013,nov de 2013
,lugar de aguas milagrosas.,"Según la leyenda en 1541 Juan Diego un indígena campesina mientras buscando leña en un bosque de pinos tuvo que enfrentar por un hermoso señora junto a un manantial de agua cristalina que le beber el agua que cura todo males, incluso si es sólo una gota. Había una epidemia de Viruela en el momento en que Juan y compartimos el agua con muchas y curado.El Santuario y la Basílica de la Virgen de Ocotlán fue construido aquí y la Capilla de un pozo de agua Santa. Considerado uno de los templos más importantes en el Estado, la Fachada fachada de ladrillos y mortero en estilo barroco. Decorado con muchos religiosos iconos y temas se puede ver la figura de la Virgen, los doce apóstoles, San Francisco de Asis, Saint Joseph, seis Arcángeles y los cuatro doctores de la religión, San Ambrosio, Saint Jerome, Saint Augustine y Saintgregory. Dentro del templo encontramos paneles muy ornamentadas con diferentes Santos pero la característica principal es Nuestra Señora de Ocotlán. A veces se permite entrar en el vestuario de Virgens que tiene muchas pinturas de su encuentro con Juan Diego ... si no se permite ir a misa. La capilla del bien es también la entrada gratis y si toma un contenedor, o puedes comprar uno en el sitio que se le agua . Hay una tienda de recuerdos. El bien tiene murales con escenas bíblicas acuáticas.Hay servicio de transporte público que va desde el centro hasta el santuario pero puede ser conseguido por el senderismo al sitio, un poco strenous pero no está mal si se toma su tiempo.","APIZACO, TLAXCALA",23 de octubre de 2013,nov de 2012
,Parada necesaria,"A pesar de que la ciudad es muy pequeña, es un sitio que se debe de conocer, normalmente entre semana no hay gente así que visitarla y tomar fotos es muy más fácil, se puede llegar desde el centro caminando unos 10min o menos, o tomen una combi que diga ""IV Señorío"" y pida que los baje en la iglesia de Ocotlan.",,19 de octubre de 2013,oct de 2013
,Bellísimo lugar lleno de arte y tradiciones,"No conocía la existencia de este santuario de una belleza impactante. Todo en este lugar te sorprenderá, su arquitectura, el arte sacro, su historia, sus tradiciones. Espléndido.",mexico d.f.,30 de septiembre de 2013,sept de 2013
,Cultura enriquecedora,Es una iglesia que se ve desde cualquier punto   con sus 2 torres blancas   y su  acabado en   ladrillo  y talavera  es lo poco. Conocer el camerino de la virgen es otra cosa.es un barroco churrigueresco  muy bonito  con una mesa labrada en una sola pieza   y con sillas del siglo VXI debes de ir a medio día  pues  es una cúpula pequeña   y en entra poca luz  por la tarde  y disminuye el aprecio del arte deberás ir con un guía  para que te explique  los encuentras en el tranvía turístico  que que esta en el zócalo   es muy económico,"Nuevo Laredo, México",15 de septiembre de 2013,ago de 2013
,Impresionante basílica,"Decidimos subir caminando desde el centro de Tlaxcala y aunque nos costó trabajo, vale la pena visitar este hermoso lugar al que bien llaman un pedacito de vaticano, toda la basílica en sí es preciosa y les sugiero visitar la habitación que se encuentra en la parte posterior del altar de la virgen, este lugar es muy especial y es posible llevar a cabo ceremonias privadas.","Ciudad de México, México",2 de septiembre de 2013,ago de 2013
,edificio barroco exuberante,"edificio interesante y bien conservada, obviamente, un lugar de culto para los lugareños y los mexicanos. Intentamos ver su gran atractivo (pinturas detrás del altar de un artista indígena pero siempre había una masa de ... debe ser agradable.","Buenos Aires, Argentina",28 de agosto de 2013,ago de 2013
,magestad sin limites,"visitar tlaxcala es respirar el aire de provincia, es una ciudad tranquila bella y acogedora no muy grande pero con muchos tesoros como la basilica de ocotlan, es un lugar que se deve visitar por que este templo es una verdadera joya por su antiguedad y la bellesa de sus interiores, de una hermosura, en su decoracion de verdad impactante, todo dorado en hoja oro real, el camerino de la virgen es una pieza del arte de la colonia realizado por indigenas, que llevo muchos años concluir, y que tenemos la fortuna de poder admirar y presumir al mundo, no dejes de visitarla en tu proximo viaje a tlaxcala. (no olvides llevar agua de salud del pocito)",mexico d.f.,10 de abril de 2013,nov de 2012
,En el último y vale la pena visitarlo!,La Basílica de Ocotlán no debería perderse si visita Tlaxcala. es considerada como una de las más espectaculares iglesias de México. Las cúpulas puede ser visto desde la ciudad. El interior de la iglesia es extremadamente barroco y es una fiesta para los ojos. Sin duda visita aquí de nuevo y lo recomendaría a mis amigos.,"Santa Fe, NM",17 de febrero de 2013,feb de 2013
,Una de las iglesias más hermosas que he visto,"Entrar a este lugar es mágico, es como si todo cambiara cuando estás ahí dentro, simplemente bella! Adentro todo es Paz, muy recomendable su visita.","Monterrey, México",6 de febrero de 2013,feb de 2013
