Author,Titulo,Review,OrigenAutor,FechaOpinion,FechaEstadia
,Muy bonita visita aunque no vimos luciérnagas ,"Con mi familia visitamos bosques vista hermosa. En esta época de agosto ya llueve y las luciérnagas comienzan a escasear. Si vienen de lejos, como hicimos nosotros, hagan caso de las advertencias y no vayan en esta época pues realmente no se ven luciérnagas.Ahora, mi puntuación es de 4 estrellas gracias a la hospitalidad y atención de la gente de vista hermosa. Sus dueños nos atendieron gustosamente y nos llevaron por una guía de día explicandonos como usan las plantas del lugar los locales, luego mi hijo pudo cosechar fresas y algunas moras silvestres. La caminata en el bosque a oscuras fue una aventura q a mi pequeño de seis años le encantó. No hay mucho que hacer mientras llega la noche, sin embargo. Si no eres de tomar caminatas lentas y disfrutar la vista, que sí es hermosa, tal vez te aburras. Es sólo un bosque con un espacio muy amplio para correr o jugar. A nosotros en lo personal nos gustó pues el sonido del bosque y el ambiente era relajante.En cuanto al alojamiento, nos quedamos en una de las cabañas y pues, es un alojamiento rural, leo opiniones que se quejan que la iluminación consiste sólo de lucecitas LED y es cierto. No pudimos cargar nuestros electrónicos pues la instalación eléctrica depende de una batería. Claro, es de esperar estamos en medio de un bosque y no hay instalación eléctrica allí, es un área protegida. En la cabaña hay una cama matrimonial y arriba una colchoneta que es como dormir en un sleeping bag. Pero en la parte de arriba es calentito y no sientes el frío de la noche. El baño muy básico, dentro de la duché en un solo cuartito y no tiene tapa lo que no me gustó a mi mucho. Pero nos entregaron la cabaña muy limpia, de eso no me quejo.Otro punto a favor es la bebida caliente con pan que ofrecen al final de la guía nocturna. No probé el café, pedí te, pero el pan estaba delicioso. A mí no me gusta el pan dulce pero ese si me lo comí. Ordenamos unas quesadillas sencillas pero las tortillas fueron un placer comerlas y el consome de cordero estaba muy bueno. No alcanzamos barbacoa pues viajamos lunes y esa la preparan domingo.Por otro lado, hagan caso a las sugerencias de otros viajeros y por mi parte sugiero llevar botas o calzado resistenteñara la caminata. Los zapatos se mojan y enlodan mucho y pasas mucho frío así que ve bien abrigado.Planea bien tu visita si vienes de lejos tal vez te lo quieras pensar para hacer el viaje en agosto y mejor planea ese viaje para la primera quincena de julio siempre y cuando no haya luna llena. Muchos se decepcionaron pues sólo alcanzamos a ver unas 10 luciérnagas. ","Celaya, México",9 de agosto de 2018,ago de 2018
,Es algo que se debe vivir en la vida,"Es una experiencia única, los bosques son increíbles además del espectáculo de las luciérnagas. Es increíble que este fenómeno lo tengamos en México y no lo aprovechemos tanto. Solo ocurre durante la temporada de lluvias, así que hay que ir con impermeables y botas para la lluvia.Les recomiendo se queden una o dos noches para visitar a las luciérnagas varias veces ya que no siempre hay muchas, depende de la lluvia.No se lo pierdan.",,7 de agosto de 2018,jul de 2018
,impresionante,"bellisimo , en verdad un espectáculo natural increíble, desde la llegada al bosque, el senderismo y la cereza del pastel el avistamiento de las luciérnagas, ese día llovió a cantaros todos salimos empapados del bosque, y ya nos esperaban con un cafe calentito y pan , a pesara de que toda la gente estaba mojada y enlodada, todo fue risasmaravilloso","Tepeji del Río, México",7 de agosto de 2018,jul de 2018
,Espectaculo magico  natural,el estar  al contacto  con la  naturaleza  y ver esos  pequeños   que  iluminan el bosque es  algo incrible  y si  lo conjuntas  con  el aroma  a pino y tierra  mojada es  fantástico. la  merienda  que  ofrecen las  personas de  la  comunidad  e muy rica e higiénica.,"Tlaxcala, México",6 de agosto de 2018,jul de 2018
,Buena experiencia,"Buena experiencia, sugiero llevar impermeable ya que las probabilidades de lluvia son altas, se camina poco por senderos, nada de terreno rudo. Se ven pocas luciernagas, pero no deja de ser un espectaculo hermoso","Morelia, Mexico",6 de agosto de 2018,jul de 2018
,Avistamiento 2018,Es una experiencia increíble llevo 4 años viniendo algunas veces con más suerte que otras pero vale toda la pena del mundo ,"Cuatitlán Izcalli, México",6 de agosto de 2018,ago de 2018
,Luciérnaga De verdad Increible,"Es una experiencia que nadie debería de perderse, es un milagro de la naturaleza Aunque fuimos los primeros días de agosto fue increíble pero la mejor fecha para asistir es en el mes de julio. ","Ciudad de México, México",5 de agosto de 2018,ago de 2018
,Precioso Bosque Magico,"Cuando llegamos, fue un poco extraño porque habíamos apartado lugar pero no había reserva. Nos solucionaron todo. Nuestro guía, Héctor, maravilloso, respondió todas nuestras preguntas y fue súper amable. Desde un principio nos dijeron que veríamos porque la temporada está por terminar, pero vimos muchas. Fue mágico ","Ciudad de México, México",2 de agosto de 2018,ago de 2018
,Mágico contacto con la naturaleza,"La experiencia dependerá completamente de las condiciones climáticas, hay que tener eso MUY en cuenta. En mi caso fue favorecedor el clima y disfrutamos de una experiencia inolvidable. Nos hospedamos en los “glampings”, que de verdad son muy bonitos y acogedores, pero que para mi gusto resultan reducidos en tamaño y caros. De cualquier forma, por la experiencia del lugar vale la pena. Personalmente me enamoré más de la vivencia del bosque que del tour por las luciérnagas, debo confesarlo. Canto del Bosque es un lugar mágico que nos enamoró: un bosque hermoso de coníferas que enmarca majestuosamente a los 2 grandes volcanes el Izta y el Popo. La vista y contacto con la naturaleza resultan simplemente espectaculares. En lo que respecta al tour nocturno de las luciérnagas, es complicado disfrutarlo en su totalidad si traes niños: se exige silencio absoluto, la oscuridad es total ya que se prohíbe cualquier fuente de luz por minúscula que sea, la geografía del recorrido es complicada en tramos y la lluvia y el impermeable restan cierta comodidad. Ver a las luciérnagas en oscuridad absoluta y silencio total (con el único ruido de la lluvia ligera que caía) es un bello espectáculo que vale la pena vivir al menos una vez en la vida. Debo decir que los administradores del lugar se esmeran en preservar perfectamente  las instalaciones y hacen que el riguroso reglamento se respete al pie de la letra.",,2 de agosto de 2018,jul de 2018
,Pesima empresa,"Pesima empresa. Mi esposa pago una reserva y resulta que cuando llegamos la reserva no estaba. Una persona de esa empresa via whatsapp, que es el numero que publican, le estuvo dando todo el seguimiento y le confirmo que ya estaba la reserva hecha. Cuando llegamos todo era falso. Tuvimos que ir a ver el santuario, claro a otro lado por que hay otros lugares para verlo, y nos tuvimos que regresar a las 11 de la noche a la casa con mis dos hijos pequeños. UN FRAUDE. CUIDADO CON LA EMPRESA.","Puebla, México",1 de agosto de 2018,jul de 2018
,Un espectáculo natural que vale la pena,"El santuario de las luciérnagas es un paseo que a cualquier amante de la naturaleza le encantaría presenciar. Se recomiendo ir en un tour, no utilizar linternas , ni celular, tampoco hablar ni hacer ruidos para evitar espantar a las luciérnagas. Se aconseja presenciar el avistamiento entre 7 y 9 de la noche. Es maravilloso y la temporada de los avistamientos es entre los meses de junio y agosto. El recorrido es de alrededor de 1 kilómetro, en un bosque completamente oscuro. Es muy importante tener cuidado ya que es una zona muy húmeda. Así mismo, es importante evitar llevar niños pequeños para evitar algún riesgo. ","Monterrey, México",30 de julio de 2018,jul de 2018
,SANTUARIO CANTO DEL BOSQUE,"Tuve la oportunidad de acudir en un tour guiado por una agencia, pero en lugar en particular es increíble, sin amas un clima frió, con lluvia, húmedo, respirar el olor del bosque, caminar sin importar el lodo, ni permanecer limpio de tu calzado o por caerte al resbalar entonces es un lugar ideal, no hay seña de  celular, ni se permite acceder algún tipo de luz artitfical por las luciérnagas, si a eso le añades la comida recién hecha del lugar con los ruidos de la naturaleza y la luz de las luciérnagas te enamoraras del lugar¡¡","Colima, México",29 de julio de 2018,jun de 2018
,Santuario luciérnagas,"El. Recorrido fue tenebroso ya que se hizo en medio de una tormenta eléctrica y la. Vdd no se puede apreciar muy bien, primero. Salen pocas luciérnagas. A medio camino nos regresaron x. Inconvenientes del. Lugar ya que estábamos en medio de la lluvia y los rayos, según habían. Dicho que l lluvia atraía más luciérnagas... Lo. Que fue una reverenda mentira el camino lodoso hace muy difícil caminar las camionetas hasta el. Tope todo fue muy rápido y desorganizado... No volvería a ir. Luego me entero que en santuario santa clara una persona había fallecido por falta de oxígeno, y eso si antes. De entrar al. Bosque te advierten que si no estás apto. Ni entres, pero. En fin en medio del. Bosque es muy difícil el acceso todo estaba lleno, José como otras personas pueden decir que estaba muy hermoso igual y no fueron en temporada vacacional pero a mi gusto y criterio no estuvo nada agradable",,29 de julio de 2018,jul de 2018
,Un lugar digno de visitarse,"Canto del Bosque es un excelente lugar en todos los sentidos, paisajes maravillosos, atencion inmejorable, y el recorrido para ver a las luciernagas muy bien organizado, bien dirijido y con un total respeto por la naturaleza, muy recomendable, no hay luz ni internet, pero las cabañas son comodas y muy agradables, la oferta de alimentos es un poco limitada, pero suficiente para sobrevivir un par de dias.",,27 de julio de 2018,jul de 2018
,Increíble!!!!!,"Ver a las luciérnagas es una experiencia espectacular. Vale la pena el viaje hasta allá para poderlas contemplar. Sin embargo, algunas recomendaciones:1. Hay que llegar temprano, dado que las luciérnagas salen sólo por un lapso de hora y media y si llegas tarde te puedes perder la mitad de su salida.2. En sábado de julio está llenísimo y el tráfico dentro del bosque y en el pueblo de Nanacamilpa es terrible. Al terminar el avistamiento, nos tomó más de una hora salir del bosque, dado que hay muchísimos autos bajando al mismo tiempo. Hay que ser pacientes.Sin duda, vale mucho la pena verlas, es una experiencia inolvidable.",,25 de julio de 2018,jul de 2018
,Magia en todo su esplendor,"Visitar alguno de los santuarios de luciérnagas es una experiencia maravillosa, sientes que la magia te envuelve cuando empiezan a aparecer y te envuelven en medio del silencio y la obscuridad. Es algo que no se puede uno perder. Un amigo tenía varias luciérnagas paradas en su rostro y dentro de su impermeable que brillaba de una forma majestuosa. Este es el segundo año que voy a este espectáculo y quedé tan encantada que regreso este fin de semana otra vez.","Ciudad de México, México",24 de julio de 2018,jul de 2018
,En donde las hadas salen a pasear en la noche,"Nos decía el guía que hay 32 lugares dentro del bosque para ver las luciérnagas por lo que no todos van al mismo lugar, ni todos salen del mismo lugar. Nosotros fuimos a verlo desde un lugar que se llamaba laguna azul, el cual es una pequeña laguna con cabañas y puestos de comida alrededor, muy bonito lugar la verdad. Los guías fueron excelentes, y aunque los notábamos muy apresurados porque llegamos tarde, comprendimos después que fue para que no nos perdiéramos nada y llegáramos al lugar de avistamiento con un poco de luz. El clima fue fabuloso, no llovió ni había lodo por lo que los impermeables fueron en vano, pero nos dicen que no siempre es así, que las luciérnagas salen con o sin lluvia ligera y por eso recomiendan llevar botas e impermeable para la lluvia. (ahí te los venden desde $20 pesos)Pensamos que serían unas cuantas luciérnagas pero no, eran bastante... el espectaulo es maravilloso recomendable al 100%, la experiencia de estar en medio del bosque en silencio sin luces artificiales es algo mágico... entiendes por qué los antiguos decían que las luciernagas eran hadas, realmente es mágico. Al regresar a la zona de inicio, te dan pan con café o té caliente por lo que el círculo de la experiencia se completa. No recomendable para personas con problemas de movilidad o niños pequeños, el ruido ahuyenta a las luciérnagas y arruinaría la expedición.","Pachuca, México",23 de julio de 2018,jul de 2018
,EXPERIENCIA INCREIBLEEE !!!,"Tuve la oportunidad de realizar un tour el cual finalizaba con la visita al Santuario, en donde la experiencia es maravillosa, no tengo palabras para describir esa sensación de conectar con la naturaleza y disfrutar de un espectáculo natural increíble, afortunadamente el día de mi visita no llovió y con la caminata ni sientes el frío.Muy recomendable, si tengo oportunidad de visitarlo el siguiente año lo haré sin duda.","Ciudad de México, México",23 de julio de 2018,jul de 2018
,EXCELENTE EXPERIENCIA,"Aqui todo es al Natural, es preferible llegar al rededor de las 7:00 de la noche para que recibas informacion al respecto, no hay que llevar lamparas ni celulares ni nada, de ahi la experiencia magnifica de este bello fenomeno, hay varios santuarios donde acudir, pero es preciso cuidar de ese medio ambiente tan frágil para conservarlo","Aguascalientes, México",23 de julio de 2018,jul de 2018
,Estrellas del bosque,"La caminata nocturna en el bosque hace para los mas susceptibles e impresionables una experiencia aterradora, pero la verdad es que inclusive las historias de terror que no iba platicando el guía hicieron de la experiencia algo para recordar siempre. Al adentrarnos cada vez mas al bosque, las luciérnagas empezaron a a aparecer haciendo el recorrido de una belleza inolvidable. Todo es rústico, no esperes lujos porque no los hay.","Ciudad de México, México",23 de julio de 2018,sept de 2017
,Canto del Bosque,"Lamentablemente no hay como agregarlo en este sitio. Excelente lugar, por comentarios de quienes nos recomendaban otros sitios de “avistamiento”, este sitio es realmente muy organizado. Todo es en grupos pequeños para que el guía a cargo pueda estar al pendiente de todos. Si algún participante no puede o quiere continuar, cuentan con senderos y personal que auxilie para evacuación rápida.Por favor no llevar niños, normalmente no toleran todo el recorrido, pues solo se cuenta con luz de luna para hacerlo (y no es deseable pues limita la actividad de las luciérnagas)Hay una palada donde se pueden conseguir bebidas (café, jugos, refrescos) y alimentos.",,18 de julio de 2018,jul de 2018
,Luz entre la inmensidad,"Nunca imaginarías bajar de la montaña entre los oyamales, hongos y lodo, solo acompañado de las pequeñas luces de las luciérnagas, que no ser por ellas podrías pensar que estas en medio de las mismas estrellas. Una experiencia como de documental, que recomiendo ir preparado para todo terreno (mata-víboras o botas para la lluvia, Impermeable, paraguas e incluso bufanda) para que toda la experiencia se quede en tu memoria.","Ciudad de México, México",17 de julio de 2018,jul de 2018
,Maravilloso lugar,"Sin duda está ha sido una de las mejores experiencias que he tenido con la naturaleza. Vale mucho la pena hacer un viaje a este hermoso lugar.Visité el santuario Piedra Canteada,  lugar bello con un pequeño restaurant,  carpas montadas donde venden antojitos de la región en especial su delicioso pan de pulque, todo a precios muy accesibles. El costo de entrada es de 250 pesos por persona e incluye el recorrido guiado, una taza de ponche o café y pan al final del recorrido, lo cual vale mucho la pena y me parece un precio justo por presenciar este mágico evento.Mi recomendación es llegar antes de las 7:00pm, ir muy bien abrigados, llevar zapato cómodo y de preferencia otro par para después del recorrido ya que en todo momento llueve y se mojan, impermeable es indispensable, si no tienes ahí en el campamento venden de todo tipo. Una cámara profesional hará el trabajo de guardar tan memorables recuerdos, el celular no sirve, ya que las fotos que tomes pueden ser sin flash y por lo tanto no salen (mis fotos agregadas son de un Samsung S9). Hay senderos de diferente dificultad, yo tome el fácil y tomó un tiempo de 2 hrs aproximadamente. Estar en la reserva toma más tiempo, desde que llegas, te asignan guía, haces el recorrido y sales son 4 hrs aproximadamente. ","Guadalajara, México",16 de julio de 2018,jul de 2018
,Muy emocionante,"Muy emocionante y atractiva visita , Caminas por el bosque en la obscuridad alumbrado solo por la luz de las luciérnagas por demás interesante, Muy recomendable","Puebla, México",16 de julio de 2018,jul de 2018
,Hermoso,"Es una experiencia increíble, super recomendable. No dejan ir con lámparas para evitar molestarlas, procuren llevar impermeable ya que llueve y zapato cerrado para caminar. Al final te dan un pan y ponche, super rico. Vale la pena ir","Ciudad de México, México",15 de julio de 2018,jul de 2018
,Visita a las luciérnagas,"Totalmente recomendable la experiencia del avistamiento de luciérnagas en Nanacamilpa en la hacienda de San Cayetano. Es el segundo año que venimos y todo el servicio es excelente, los alimentos de excelente calidad, el paseo que nos organizaron fue a un santuario muy bien organizado e indudablemente la atención de Juan Carlos es de primera. Indudablemente repetir la experiencia.","Progreso, México",14 de julio de 2018,jul de 2018
,Un increible fenómeno,"Es un fenomeno natural hermoso y lleno de magia, la comida en los santuarios y la atención de los habitantes es genial, mi única preocupación es que la sobre explotación de la zona afecte a la población de luciérnagas y al bosque rn general.","Ciudad de México, México",9 de julio de 2018,jul de 2018
,Relajante y rústico,"Fuimos al hotel Canto del Bosque a hacer glamping. El lugar es tal como en las fotos. Si te gusta acampar, todo perfecto si no, hay que pensarlo porque no tienes baños cerca y no hay regaderas.El servicio muy bueno aunque la comida deja mucho que desear.No hay electricidad por lo que es ideal para relajarse.Pudimos ver muchas luciérnagas aunque las fotos de todos los hoteles te muestran algo mucho más de lo que es.No iría con niños por el clima y la caminata nocturna es sin nada de luz, se pueden asustar.","Ciudad de México, México",5 de julio de 2018,jul de 2018
,Entorno natural aprovechado por grupos de turismo,"Aunque puede llamar la atención la visita de un entorno natural donde se visualizan muchas luciérnagas, en infraestructura se da uno cuenta que no le invuerten casi nada. Los baños tipo letrinas de quinto mundo, asquerosas y ni siquiera con papel de baño. No entiendo cómo no invierten por lo menos con lo mínimo pero indispensable; y la comida muy muy rústica y nada agradable.No volveré y no lo recomiendo","Ciudad de México, México",2 de julio de 2018,jun de 2018
,Escapada de fin de semana,"Es un lugar muy agradable, los lugareños son cordiales. La experiencia es gratificante sin duda alguna volvería a ir aunque sólo tienes q ver si ha llovido o no ya que esto genera q las luciérnagas salgan más y el calendario lunar te ayudaría a tener una experiencia mejor, por que se necesita q este muy obscuro","Ciudad de México, México",27 de junio de 2018,jun de 2018
,Mágico lugar,"Este bosque se transforma en la noche en un mágico lugar, donde las luciérnagas titilan como estrellas en medio de la obscuridad. Los grupos son acompañados de un guía de turistas lugareño que va explicando el comportamiento de estos insectos. Es un espectáculo natural asombroso. Ofrecen rutas con diferente tipo de complejidad, con veredas complicadas, nivel medio y otra para visitantes de la tercera edad y/o que van con niños pequeños o en brazos.","Ciudad de México, México",24 de junio de 2018,jun de 2018
,Sólo si valoras la naturaleza,"Un lugar rústico sin ser incómodo. Quizás sólo sea necesario tener mas sanitarios en las áreas de acampar. Si vas a pasar la noche en el lugar debes reservar con mucha anticipación para lograr tener una cabaña.Si llevas tu equipo para acampar, considera que no debes encender fogatas en determinados horarios. Procura no llevar tu equipo de sonido ni de poner música a alto volumen.La variedad de comida es un poco limitada pero tampoco es algo que debiera preocuparte a menos que planees quedarte mas de un día. ",,18 de junio de 2018,jul de 2017
,Para conectarse con la naturaleza,"Buena opción para aprovechar en las vacaciones de verano, alejarse de las complicaciones de la ciudad. Hay que llegar a buena hora a alguno de los santuarios ya que se programan salidas por grupos conforme van llegando y tienen hora límite para recibir gente, sólo se puede ingresar acompañado de guía. Es mucho mejor acudir cuando comienza a anochecer porque es cuando hay más luciérnagas con luz, ya que a medida que pasa la noche (una vez que han encontrado pareja) se van apagando. Obviamente no se permite uso de celular ni de ningún tipo de aparato luminoso, hay que permanecer en silencio durante el recorrido.  A la salida se venden alimentos del lugar como pan en forma de luciérnaga (muy recomendable) que sólo se vende a la salida de los santuarios. Es mejor llegar en auto particular. La entrada tiene un costo accesible, ($100-$150) en mi opinión es mucho más barato hospedarse en Nanacamilpa por cuenta propia y pagar la entrada al santuario que pagar a alguno de los tour o paquetes que son mucho más caros.",,30 de mayo de 2018,jul de 2017
,Espectáculo de la naturaleza,"En el pueblo de Nanacamilpa, que recientemente está encontrando esta forma de atraer al turismo, se está mejorando la infraestructura rápidamente, el día de hoy lo mejor es asistir a uno de los tours que al caer la noche -en la temporada de lluvia- te permiten ver el espectáculo de la naturaleza, es alucinante, antes todo mundo podía verlo pero ahora solamente en estos espacios específicos.Imperdible, hay que llevar a los niños y ser muy cuidadosos para no destruir este espacio mágico.Ojalá pronto puedan complementar la experiencia en Nanacamilpa mejorando restaurantes.","Ciudad de México, México",20 de mayo de 2018,may de 2018
,Excelente,"Vale la pena visitarlo aunque está un poco retirado del centro de tlaxcala, el tramo final del camino no está pavimentado y tiene algunas pendientes lo que complica el camino en especial cuando llueve y más a autos pequeños. Como había llovido tardaron en salir las luciérnagas pero una vez que comenzaron a verse la vista fue increíble. Desafortunadamente no faltaron las personas con comportamientos erróneos. Creo que debemos respetar las indicaciones y reglas del lugar para que más gente pueda observar este espectáculo. El fin de semana hay mucha gente, se puede disfrutar con más calma entre semanas",México,4 de marzo de 2018,jul de 2017
,Mágico,"La sensación de estar en este bosque es algo mágico. He conocido muchos otros bosques, pero en este se puede encontrar mucha tranquilidad y se siente mucha paz. Hay que llevar una buena chamarra porque se siente frío y un impermeable no está de más.",Mexico,3 de marzo de 2018,jul de 2017
,Súper emotivo ! ,"Una belleza natural ! Y experiencia inolvidable , la pasamos súper ! Aunque para llegar al santuario , costó un poco hay que llevar una camioneta recomendable !  Fui con mis hijos y la pasamos genial ","Tlaxcala, México",18 de febrero de 2018,feb de 2018
,MUY LINDO!,"Fuimos en un día que había luna llena y hacia un poco de frío, así que no era lo primordial, no fue muy bueno, pero igual pudimos ver muchas luciérnagas. Nos encantó! parecía un bosque encantado. Mucha gente, así que ve con calma. Aprovecha para pueblear un poco. Y duerme por ahí o por San Martín...porque sales tarde.","Ciudad de México, México",12 de febrero de 2018,jul de 2017
,ir preparado para el frio,el lugar se encuentra muy apartado de la ciudad hay que llegar temprano ya que las calles de los  poblados aledañas son pequeñas y muy transitadas. de preferencia ir en camioneta por que hay zonas lodosas .llevar impermeable ya que la temporada de lluvias son frecuentes y con bastante frió.de ahí en fuera es una gran experiencia y es mágico ver como comienzan a salir en el camino muy recomendable pero hacer caso a los guías de cero luz y ruido para apreciar lo mas natural el evento.,,26 de enero de 2018,jul de 2017
,La Mejor Experiencia Sensorial,"Se trata de una visita que sugiero hacerla en auto propio o rentado, 1.5 horas desde la Ciudad de México. Hay alojamiento ecológico y es recomendable pasar ahí 1 noche para disfrutar tranquilamente el recorrido por las veredas que es nocturno. Una experiencia muy gratificante.","Ciudad de México, México",17 de enero de 2018,jun de 2017
,Mágico ,"Es un bello lugar para presenciar un espectáculo natural que no se olvida, el recorrido es sencillo pero vale mucho la pena !",,11 de enero de 2018,ene de 2018
,Santuario de las luciérnagas ,Padrisimo bonita experiencia vale la pena el viaje tan largo para  apreciar del bonito paisaje con las luciérnagas ,"Punta de Mita, México",22 de diciembre de 2017,dic de 2017
,"Lugar excepcional, mala organización ","Un buen lugar para visitar y avistar a las luciérnagas como en ningún otro lado, sin embargo la experiencia se ve opacado por la mala organización de los ejidatarios que solo ve como obtener el mayor beneficio económico, ojalá ello cambie algún día ","Tlaxcala, México",13 de diciembre de 2017,jul de 2017
,Naturaleza Mágica ✨🍃🌲 AMAZING ! ,"Fuimos a Tlaxcala en un tour que incluía varios puntos para finalmente llegar al recorrido al bosque.  Definitivamente una experiencia mágica; no hay foto porque no se den tomar para evitar perturbar el ritual de las luciérnagas que son muy sensibles a la luz artificial y al sonido. De verdad sigan todas las recomendaciones . Qué gusto que las familias locales se dediquen a esta actividad, conservan los bosques y cuidan la fauna . Disminuyó la tala ilegal y sus prácticas son más sustentables, ojalá sean más estrictos con la capacidad de carga. ","Ciudad de México, México",16 de octubre de 2017,jul de 2017
,INCREIBLE EXPERIENCIA CON LAS LUCIERNAGAS,"Fascinante el Santuario de las Luciérnagas. Esto se da solamente entre julio y agosto. Lo ideal es atinarle a que no haya luna llena ni tampoco estén los aguaceros. A nosotros nos tocó una excelente noche y pudimos apreciar todo el espectáculo. Los guías (Xoletilandia) nos explicaron todo muy bien. Hay que llevar chamarra y zapatos cómodos de preferencia con suela antiderrapante pues hace frío y hay que caminar donde hay pasto, lodo, etc... Súper recomendable, es un excelente contacto con la naturaleza.","Ciudad de México, México",6 de septiembre de 2017,ago de 2017
,Extraordinaria experiencia de contacto con la naturaleza,"El mejor momento para ir es a mediados de julio, con luna nueva, vale la pena ir dos o tres días para tener más posibilidades de observa un mayor número de luciérnagas, el pueblo es muy pequeño y no tiene muchas atracciones en el día, todo despierta alrededor de las seis que es cuando empiezan a llegar los turistas a observar. Hay varios sitios para ir a observar las luciérnagas, yo recomiendo Canto del bosque, tienen guías muy profesionales y muchas opciones de hospedaje, recomiendo ir entre semana de lunes a jueves, los fines de semana hay mucha gente. Para comer lo mejor son los mixiotes (en particular los de carnero), deliciosos y el pulque. En el día pueden visitar Tlaxcala, Cacaxtla o alguna hacienda, todo está muy cerca y casi todas las carreteras son federales. Les recomiendo entrar por Texcoco. Para ir de compras pueden visitar Santa Ana Chiautempan al lado de Tlaxcala, venden ropa y blancos de fábrica a buenos precios y de calidad","Cuetzalán del Progreso, México",15 de agosto de 2017,jul de 2017
,La mejor experiencia inolvidable ,"Les recomiendo ampliamente el Santuario Santa Clara,  es el único registrado oficialmenteCuenta con cabañas amplias y restaurante Recorridos cada día dentro de la temporadaVerán en propia persona una visión impresionante de este fenómeno natural Por favor Lleven botas y si pueden impermeables (es normal que llueva dentro de la época)Intenten llegar temprano antes de las 7 puesto que más tarde hacen que interrumpan el espectáculo La salida es después de las 10:30 PM No lleven niños pequeños a los recorridosEs a plena oscuridad y podría ser peligroso además de que cualquier ruido, luz y ajetreo las aleja.No es garantizado ver exactamente lo mismo todos los díasSon fenómenos que dependen de las condiciones metereologicas, del ambiente y de el día en que se visite.Espero sirva el consejo y que disfruten de una de las maravillas de nuestro estado y de nuestro país. ","Tlaxcala, México",13 de agosto de 2017,jul de 2017
,Santuario Santa Clara ,"Tuve la oportunidad de visitar el Santuario de Las Luciérnagas Santa Clara hace una semana mientras estuve de vacaciones en Puebla y aunque fue un viaje de más de 2 horas hasta Nanacamilpan, debo decir que ha sido la mejor decisión que pude tomar. Elegí hacer un tour que adquirí en el centro de Puebla el cual tuvo un costo de $450 pesos e incluía el transporte y la entrada al parque y un guía para hacer el recorrido.El santuario Santa Clara es muy rústico y no tiene electricidad, solo algunas luces LED bastante tenues. Tiene algunos puestos de comida típica de la region como quesadillas de hongos y de flor de calabaza. También hay un restaurante y venden algunas cosas como los impermeables pero de no muy buena calidad y precios más elevados. Les recomiendo llevar ropa abrigada y un impermeable para que no los sorprendan las lluvias, ya que se adentra en el bosque durante la caminata y es temporada de lluvias. A quienes deseen tomar fotografías o videos, únicamente se permite utilizar cámaras profesionales y nada de flash pues ahuyenta a las luciérnagas.Realmente fue una experiencia increíble y la belleza que contemple esa noche no puedo compararla con ninguna otra cosa. La belleza de nuestro México es maravillosa.  ","Mexicali, México",11 de agosto de 2017,ago de 2017
,Lindo espectaculo,"Hermoso lugar y buena la atención de los lugareños. Se ven pocas pero se entiende que es un fenómeno natural que depende del clima, la luna, el ruido, etc. Bonita experiencia",Puebla,10 de agosto de 2017,jul de 2017
,Mágica Experiencia!!,"Asistimos al Santuario de las Luciérnagas en el Ejido san Jose... que es un lugar que tiene mas de 20 hectáreas para poder realizar el avistamiento...Es un espectáculo único, muy recomendable para chicos y grandes... la distancia en la que se adentra al bosque de corniferas en aproximadamente 40 min a paso lento, así que la caminata la puede realizar cualquier persona de cualquier edad. en nuestro caso fuimos en familia... dos pequeños de 7 y 10 años y personas adultas de 55 y 60 años y sin ningún problema se realiza el recorrido!La gente del lugar tiene puestecitos de comida, así que terminando el recorrido se pueden degustar antojitos.También nos quedamos a acampar... establecimos las tiendas de campaña antes de realizar el recorrido, ya que este termina entre 10 y 11 pm, y los mismos organizadores te recomiendan llegar antes para evitar algún contratiempo y alojarse después.Hace mucho frió por la noche al acampar... por lo que se recomienda llevar ropa termica,  abrigadora, asi como impermeables, colchoneta, y sleeping bag y todo lo necesario para no pasar fríos.La gente muy atenta y amable... apesar de que es un evento que se realiza solo en los meses de Junio a Agosto, el paisaje, los senderos, el aire puro, la flora y fauna del lugar valen la pena para regresar en cualquier otra época del año, ya que se puede practicar bici de montaña y recorridos en motocross.Como TIP extra al día siguiente antes de irnos realizamos la Ruta del Pulque... otra experiencia muy gratificante ya que la explicación es muy basta!!","puebla, Mexico",9 de agosto de 2017,jul de 2017
,Increíble ,Hace cinco años fui a Nanacamilpa a ver este santuario y ya estando ahí me dio miedo por ser de noche y las condiciones del lugar pero ahora volví a ir este año y ha progresado es muy recomendable ir en tour ya que los guías se encargan de todo y por ser bosque y un poblado alejado y las noticias........verdaderas o falsas ........generan miedo que queda disipado con el tour además de que las explicaciones acerca de las luciérnagas son bienvenidas .Se camina mucho al atardecer y ya de noche es muy común que llueva por lo que ir preparado ayuda mucho.No se permite fotografiar a las luciérnagas por lo que el recuerdo es personal,"Ciudad de México, México",9 de agosto de 2017,ago de 2017
,"Bonito, pero es para ir solamente una vez.","Me gustó el lugar porque en la actualidad es muy raro ver luciérnagas, pero considero que es sólo para ir una vez para conocer y ya.","Cuernavaca, México",8 de agosto de 2017,ago de 2017
