Author,Titulo,Review,OrigenAutor,FechaOpinion,FechaEstadia
,Para aprender sobre historia!,"Excelentes murales, bonitos y bien conservados, los colores son muy vivos y cada mural te transporta a ese tiempo, me pregunto porque si antes éramos tan organizados en todos los aspectos hoy en día no podemos ponernos de acuerdo en nada?","Ciudad de México, México",6 de octubre de 2015,sept de 2015
,Excelente narración,"Los murales que se encuentran dentro del Palacio de Gobierno son narrados por varias personas, en particular el Sr. Ordoñez es un especialista en códices que hace que valga la pena la visita","Morelia, México",5 de octubre de 2015,sept de 2015
,Una excelente historía de Tlaxcala en forma de mural,"En estos murales puedes aprender sobre la historia de Tlaxcala, hay guías que pueden explicartelos. Son muy bellos e interesantes.","Ciudad de México, México",17 de septiembre de 2015,mar de 2015
,Increíbles murales,"Me situado estos murales en otro edificio en Tlaxcala en una crítica. No hay problema. La ciudad capital del estado de Tlaxcala es pequeña y se puede ir andando fácilmente. Tendrá mucho que ver. Pero este es un lugar de visita obligada. Hemos viajado por todo México - que en muchas maneras es la tierra de murales (la imagen de Diego Rivera está en los 500 notas de peso del país) - y creo que este es el mejor que he visto. Pero hay mucho más para ver en esta antigua ciudad preciosa, encantadora en este estado.",,15 de septiembre de 2015,ago de 2015
,Sede del poder desde el siglo XVI,"Al estar en Tlaxcala es imprescindible visitar el Palacio de Gobierno, edificio donde se ha concentrado el poder político tlaxcalteca desde el siglo XVI. Los murales: la expresión visual de la incomparable historia de los tlaxcaltecas.","Texcoco, México",31 de agosto de 2015,mar de 2015
,No puedes irte sin admirarlas,"Aunque ya murió Xochitiotzin (autor de las pinturas) su legado en Tlaxcala es laMáxima expresión de la historia de este Estado; narra de manera gráfica detalle por detalle cada momento de la historia trascendental de esta entidad. Acceso libre sin pago por observarlas.Simplemente excelente.No se permiten uso de flash, pero esa restricción no te quitara el buen gusto de haber estado ahí. ","Municipio de Tlaxcala, México",21 de agosto de 2015,jun de 2015
,Hermosos murales de distingido alumno de Diego Rivera,"Bien vale la pena visitar el recinto es maravilloso! es un trabajo espectacular digno de admirarse, te recomiendo ampliamente, la ciudad es pequeña pero muy limpía, la gente hospitalara, los precios en general muy accesibles, para todos los presupuestos, y lo que mas me gusto, fue la fuerte identidad regional de sus habitantes, orgullosos Tlaxcaltecas!","Morelos, México",19 de agosto de 2015,ago de 2015
,"Los murales son bellísimos, de los más bonitos que conozco.",Definitivamente es algo imperdible que hacer en Tlaxcala. Fueron hechos por una persona que investigó toda la historia de Tlaxcala por lo que además de maravillosas pinturas tienen la historia de la ciudad.,"Ciudad de México, México",13 de agosto de 2015,ago de 2015
,Una maravilla,"Creo sin lugar a dudas, que los murales de este edificio magnífico en TlaxcalaSon o deben ser un imperdible al visitar esta ciudad. Es una lástima que no se explote al 100% los atractivos de esta región. Creo que no sólo cuenta con murales.Sin embargo dentro de las pocas atracciones en una ciudad tan pequeña vale mucho la pena visitarlos y disfrutarlos.",,12 de agosto de 2015,ago de 2015
,Visita obligada,Si viene a Tlaxcala una buena manera de conocer nuestra historia es conociendo los murales de palacio de gobierno estas excelentes,"Apizaco, México",12 de agosto de 2015,ago de 2015
,Excelente murales y un excelente guía.,"Los murales son absolutamente precioso y contar la historia de Tlaxcala. Mizraim y es un excelente guía para los murales, así que pregunta por él.",Texas,12 de agosto de 2015,ago de 2015
,"es el mejor muralista mexicano, debe intentar que los guias no sean tan rapidos , pero hay libros que pueden ayudar a en","es el mejor muralista mexicano, hay libros de la historia de tlaxcala cerca de la plaza, vale la pena comprarlo y ver los murales","distrito federal, mexico",5 de agosto de 2015,jul de 2015
,El referente de la ciudad de Tlaxcala,"Es una visita obligada en Tlaxcala, un recorrido por su historia a través de magníficos murales. Una visita que no cansa y que los niños también aprecian y disfrutan.","Polanco, México",2 de agosto de 2015,ago de 2015
,hubo sorpresas Inesperada,Una representación completa de Tlaxcalan e historia mexicana. Todas las paredes están cubiertas de una miríada de colores y pinceladas modernas. Precioso!,,27 de julio de 2015,jul de 2015
,Hermosas pinturas!!!!,Muy recomendable pasar a verlos en ellos se relata la historia de la fundación y desarrollo de Tlaxcala.,"Apizaco, México",20 de julio de 2015,jul de 2015
,Bellísimos murales,"Les recomendamos la visita guiada, pues los murales cuentan la historia de Tlaxcala, si no toman la visita guiada, solo habría que leer un poco sobre Tlaxcala para apreciar los murales en toda su magnitud. Sin duda es una visita obligada en Tlaxcala","Querétaro, México",20 de julio de 2015,jul de 2015
,Trasladarte a su historia,Es un lugar mur bonito dentro dle palacio de gobierno puedes tomar la visita con guia o disfrurtarla paso a paso; las personas que estan en el palacio de gobierno muy amables saben traatr al turista y te dan informacion de algunos lugares a visitar....,"Puebla, México",17 de julio de 2015,jul de 2015
,Edificio histórico con maravillosos murales con la historia de la conquista¡,"Es un deleite ver murales tan bien hechos, con la historia de la conquista y muchos detalles sobre la vida prehispánica en la región de Tlaxcala, una verdadera belleza.","Ciudad de México, México",12 de julio de 2015,jul de 2015
,Legado Histórico,"Los murales son hermosos, y cuentan la historia desde la prehistoria hasta nuetsros días, si vienes a Tlaxcala no puedes dejar de visitarlos. ","Tlaxcala, México",12 de julio de 2015,jul de 2015
,atracción en el Zócalo,murales pintados con colores brillantes dentro del palacio en la plaza central. Dispone de bancos para sentarse y relajarse mientras contempla los murales.,"Allentown, Pensilvania",2 de junio de 2015,may de 2015
,Impresionantes murales!,Increíbles murales que relatan la historia de Tlaxcala. Se encuentran distribuidos por gran parte del palacio de gobierno. Una verdadera joya para visitar!,"Morelia, México",1 de junio de 2015,may de 2015
,Toda la historia en un gran mural,"El lugar no es grande sin embargo condensaron toda la historia en un mural, esta muy impresionante y vale mucho la pena visitarlo. La entrada no tiene costo.Nosotros ibamos con niños y estuvos unos 30 minutos apreciando los murales.","Ciudad de México, México",25 de mayo de 2015,may de 2015
,excelentes pinturas,Prácticamente en las pinturas esta plasmado la gran historia del hermoso Estado de  Tlaxcala el guía es muy amable  el lugar tiene mucha vigilancia,"Ciudad de México, México",15 de mayo de 2015,abr de 2015
,Muy bonito lugar,"Los murales son muy lindos y pintorescos, además ayuda mucho el entorno en que se encuentran, en un edificio antiguo pero muy bien conservado en el que uno al entrar parece transportarse a otra época. Altamente recomendable.","Santiago de los Caballeros, República Dominicana",7 de mayo de 2015,jun de 2014
,vale mucho la pena,"Muy bonito y colorido, es relativamente nuevo. Es el mural más grande de México y aunque no se compara con los de Siqueiros o Rivera, vale la pena visitarlo.",Querétaro,14 de abril de 2015,abr de 2015
,MUY INTERESANTES,Es un edificio de visita obligatoria por la calidad de sus murales. Creo que no quedarán defraudados los viajeros que los visiten. Si acaso contratan un guía será mejor.,"Guadalajara, México",28 de marzo de 2015,mar de 2015
,Increíbles murales.,"La fachada discreta del palacio de gobierno oculta en su interior los espléndidos murales donde podrán apreciar la historia de Tlaxcala, tómense su tiempo para admirarlos a detalle y contemplar la gran técnica con que fueron hechos.","Ciudad de México, México",26 de marzo de 2015,
,Increíble!!,Nos fuimos a visitar el palacio y hay guías que pueden explicar la historia de los murales. Me quedé impresionado con todos los detalles cada mural tiene. Nuestro guía turístico hablaba bien inglés y se sabía la historia de Tlaxcala.,"Austin, TX",24 de marzo de 2015,
,La historia de Tlaxcala en unos 500 metros cuadrados pintura,"El Palacio de Gobierno, en el zócalo, contiene un gran número de ""murales"" pintadas en los años 1954-1994 por Desiderio Hernández Xochitiotzin, un famoso artista Tlaxcaltecan ahora difunta. En 500 metros cuadrados que describe la historia completa de Tlaxcala, desde los tiempos pre-colonial hasta el siglo 20.Los murales en las paredes y la bóveda de la entrada, en las paredes y la bóveda de la escalera que conduce a la segunda planta, y en parte de la galería de la segunda planta. Cientos, si no miles) de personajes míticos e históricos son representados, junto con los hechos más relevantes de la historia de Tlaxcala y los usos y costumbres de la ""nahua"" población primitiva. Por debajo de los murales Xochitiotzin pintado de un número de cartuchos que contengan explicaciones detalladas del lo que pretenden representar. Hay 77 cartuchos de este tipo, en lengua española. Además, los personajes históricos principales tienen en sus manos un pergamino donde los logros de sus vidas se describen. En general, este ciclo de pinturas asciende a un verdadero y completo curso de historia.Debido a la complejidad de la representación, no es fácil para un turista apresurado a entender todos los detalles. familiaridad con el Tlaxcala y la historia mexicana es necesaria para interpretar muchas escenas, y el conocimiento adecuado de la lengua española es necesario para leer los cartuchos y los pergaminos. Puede ayudar a alquilar un guía, también puede ayudar a tomar fotos para ser observada y analizada más tarde, en casa; pero la luz es bastante tenue y tomar buenas fotos exige calidad equipo y gran atención.Las dificultades arriba mencionadas no debe disuadir al visitante. Las pinturas son absolutamente agradable, la paleta de colores utilizados por Xochitiotzin es encantadora, y muchas escenas puede comprenderse fácilmente, especialmente aquellos que representan la precolombinas la vida y los que involucran conocido personalidades (como Hernán Cortez, la Malinche, los políticos de la revolución mexicana, etc. ).  El estilo de Xochitiotzin es muy diferente de la de los otros grandes muralistas mexicanos del siglo XX (Rivera, Orozco, Siqueiros, bustos, Leal, etc. ), ya que una gran influencia de las precolombinas estándares estéticos se siente en su trabajo.ver estos murales es motivo suficiente para visitar Tlaxcala. Tlaxcala está a sólo 40 kilómetros de Puebla y es fácilmente accesible en transporte público. Los autobuses y microbuses dejar Puebla desde la ""terminal de autobuses de Tlaxcala"", en 11ª y 12ª Poniente Nord; te dejan 3 manzanas del Tlaxcala Zócalo; el viaje dura alrededor de 1 horas y media.","Milán, Italia",15 de marzo de 2015,feb de 2015
,Hermosa obra de arte,"Me dijeron que el pintor tlaxcalteca tomó 20 años para terminareste hermoso trabajo, usted puede conseguir una guía turística que explica el significado de cada parte de los murales.","Tlaxcala, México",19 de febrero de 2015,mar de 2014
,Murales Históricos,"Un imperdible si vas a Tlaxcala, Mi recomendación es que lo visites como parte del tour de la ciudad para que tengas una buena explicación acerca de ellos","Ciudad de México, México",26 de enero de 2015,jul de 2014
,Una visita obligada mural de la historia de México,"Los grandes murales de la Tlaxala Palacio de Gobierno (bordeando el Zócalo) no sólo es hermosa pero sirven como una historia integral de México. Hay un montón de tesoros escondidos en el mural, como un cuadro del artista en atuendos azteca, al lado del padre de alta velocidad que le enseñó a pintura al lado de su abuelo que le enseñó sobre historia de México. Vale la pena alquilar un guía en el lugar para darle más detalles. Vale la pena una visita.",California,17 de diciembre de 2014,dic de 2014
,Tienes que ver esto!,Los murales asombrosos hecho por un artista local unos 10 años atrás. Toda la historia de México en las paredes. En especial me encantó el que muestre reuniones de Cortez Xicotencatl.,"San Rafael, CA",10 de noviembre de 2014,oct de 2014
,Hermosos murales,Si no vas en un tour no hay quien te explique o te de mayor información. De las pocas cosas que valen la pena.,"Ciudad de México, México",22 de octubre de 2014,ago de 2014
,#1 de Tlascala,"Francamente, no hay mucho que hacer en bastante tranquilo Tlascala, pero ¿qué es lo que no es sólido. Estos murales excepcionalmente paisajístico y coloridos vívidamente contar la historia de Tlascala. Mi teoría es que murales fueron utilizados para construir un sentido de identidad nacional en un momento en que el analfabetismo era un problema grave y la nación estaba recuperando de los trastornos de la revolución y la corrupción del régimen Diazz que la ha precedido.",California,1 de octubre de 2014,dic de 2013
,No te pierdas estas viendo estos hermosos murales!,"Lo más destacado de Tlaxcala es ver los murales en el Palacio de Gobierno creado por Desiderio Hernández Xochitiozin. Esta talentosa artista nació en el estado de Tlaxcala en 1922 y pasó de 2007. Estos murales son la obra más importante, ya que ilustra la historia del estado. Los murales fueron comenzó en 1957 y nunca fue capaz de completar antes murió. Me pareció que estos murales para ser tan impresionante como los murales hecho por Diego Rivera en la ciudad de México. No se pierda cuando estás en Tlaxcala! ¡No te defraudará!","Santa Fe, NM",16 de septiembre de 2014,feb de 2014
,Deben de verlo,"Es un lugar que deben visitar sin duda alguna, los murales en el edifico de gobierno, cuenta la historia del estado desde sus orígenes hasta la conquista.",Uruapan,11 de septiembre de 2014,sept de 2014
,una joya hecha historia,"Los murales del Palacio de gobierno de Tlaxcala de impresionante color, belleza e historia se conjugan en varios cientos de metros cuadrados, donde la historia precolombina se enlace con la época virreinal, la contemporánea. Las anécdotas del origen del pulque, las tradicionales tortillas de maíz se mezcla con perfecta armonía en las escenas del mercado llamado ""trueque"" donde cientos de hombres de color canela deambulan entre los pasillos, mujeres de hermosos ropajes multicolores y turbantes de trenzas y exuberante color destacan.El berbinquin flotando del cielo en la llegada del barbado blanco y la sincronizada entrada a la República independiente de Tlaxcala: Cortéz. donde  se fundó la espada de acero y el  rico plumaje, entrada a la nueva historia de México con estos gentiles.  !NO TE LO PUEDES PERDER¡","Chiautempan, México",10 de septiembre de 2014,oct de 2013
,Murales impresionantes !,"Más que murales pintados, son una obra de arte. Sin lugar a dudas un trabajo realizado con increíble paciencia y calidad. Muestra la historia de Tlaxcala en una manera tan impresionante y clara. Como peculiaridad, el autor plasmo a su familia entre lo dibujado. ",,18 de agosto de 2014,
,Admirables!,"Los murales son muy hermosos, tuve el gusto de conocer al Maestro Desiderio, autor de estos murales. Embellecen el Palacio.","Ciudad de México, México",30 de junio de 2014,dic de 2013
,esta el mural en palacio de gobierno...!,"verdaderamente impresionante, se llevaron años en pintarlo, un solo sr, que no recuerdo su nombre, redactado perfectamente los mandos de los tlaxcaltecas ,en diciembre, adornan el centro ó patio con nochebuenas, puedes andar caminando tan tranquilo,en el centro de tlaxcala, estan las iglesias,mercadito de artesanias, cafeterias, los pasajes, sus tiendas, el tranvia, que desde la mañana funciona te lleva a distintos recorridos, y te explican, cuantos habitantes, iglesias,mercados, centros comerciales, y la casa donde vive el sr. obizpo monseñor francisco moreno, orgullosamente salmantino, joven, trabajador, se dedica mucho a la juventud, culto, alegre,estudioso,y muy dadivoso....vayan a tlaxacala. es bello,tiene tanta cultura, coman los mixotes, de res,pollo,dulces, etc. comida típica..y el atole negro....","Salamanca, México",27 de mayo de 2014,ago de 2013
,Arte tlaxcalteca,Grandes murales de maestro del artista Desiderio Hernandez Xochitiotzin.Nos relatan gran parte de la historia Tlaxcalteca.,"Tlaxcala, México",17 de marzo de 2014,jun de 2013
,HISTORIA BELLAMENTE PLASMADA EN PINTURA,"Jamás pensé que el visitar Tlaxcala se convirtiera en una aventura para conocer más de la historia de nuestra nación. Situados dentro del hermoso edificio del Palacio de Gobierno se encuentran bellamente detallados los murales hechos por Desiderio Hernández Xochitiotzin, y por los cuales pasó casi 4 décadas narrando y plasmando en pintura la evolución de la historia y cultura de este Estado y del país. Es un deleite ver estos murales y oír la historia en boca de un experto, porque hasta el más pequeño detalle es importante para descifrar lo que a simple vista no se puede percibir; Aprendí fragmentos de la historia que jamás había esuchado. No cabe duda que fue una experiencia maravillosa y enriquecedora conocer este lugar, y es parte fundamental de la visita a la bella ciudad de Tlaxcala.","Cancún, México",4 de marzo de 2014,feb de 2014
,gran parada.,magnífico y abrumador. En restauración en la actualidad pero todavía visibles a través de la cuidadosa labor cumplida. Realmente interesante ver el trabajo en progreso. Vale la pena visitar.,"Guanajuato, México",19 de febrero de 2014,feb de 2014
,¡Guau! magnífico. Por favor ver,"Me quedé anonadado por la belleza y la inmensidad de las pinturas. Los colores son vivos. historias dijeron que son fascinantes, no podía, y no queríamos irnos.","Melbourne, FL",9 de febrero de 2014,feb de 2014
,Los murales de Desiderio H. Xochitiotzin,"Las paredes y escalinata del Palacio de Gobierno de Tlaxcala se encuentran ricamente decoradas con el trabajo del famoso pintor tlaxcaleca Desiderio Hernández Xochitiotzin, quien realizó este trabajo en varios periodos repartidos en cuatro décadas. Las pinturas narran la historia del pueblo tlaxcalteca y también hay una pared dedicada a la historia de México en general. Vale la pena tomar la visita guiada porque los frescos están repletos de símbolos y mitos difíciles de comprender si no se conoce a fondo la cultura local.En la planta alta están, como de costumbre, los retratos de los gobernadores del estado y también unos murales más antiguos, que datan de los años 30.","Ciudad de México, México",31 de diciembre de 2013,dic de 2013
,murales en el palacio de gobierno,"vale la pena visitarlos porque cuenta la historia de Tlaxcala a través de sus murales coloridos del pintor Desiderio Hernández Xochitiotzin que va desde lo prehispánico hasta la época colonial.sería bueno si el gobierno de Tlaxcala se preocupara por conservar adecuadamente las obras de este pintor tlaxcalteca, ya que algunas se han visto afectadas por la humedad.","Ciudad de México, México",21 de noviembre de 2013,nov de 2013
,Un colorido encuentro con la Historia de México,"No cabe duda que los viajes ilustran, decidimos pasar una tarde frente a los magníficos murales y le pedimos al experto que se encuentra en la entrada que nos diera un recorrido y la explicación para conocer  la historia de este maravilloso lugar. Les puedo compartir que fue una tarde deliciosa, los murales son increíblemente bellos y aprendimos relatos históricos de los que jamás había oído y debo admitir que creía saber mucho de historia. Pues bien si van a Tlaxcala no deben perder la oportunidad de remontarse al pasado y conocer un poco más de nuestra fantástica Nación.",mexico d.f.,16 de octubre de 2013,sept de 2013
,tlaxcalas historia en el Palacio de Gobierno,"En 1957 Al Fresco Muralista Desiderio H. Xochitziotzin comenzó a pintar su legendario mural de 450 metros cuadrados de murales en las paredes del palacio de gobierno. ardiendo en colores que representa la historia de la nación de Tlaxcala desde los tiempos Precolombian hasta el final de la Porfiriano EPOC.Desde 1957 hasta su muerte en 2007 Sr. Xochitziotzin puede encontrarse muchos fines sentado en un andamio pintar su obra maestra. viajó muchas veces que el Vaticano, para estudiar los Códices tienen que preparar un cuadro realista de la vida indígena en Tlaxcala y de describir su lucha contra el Imperio azteca. También en su pintura es la leyenda de la fundación de la cultura maíz, (Tlaxcala en lengua Náhuatl significa el lugar del pan de maíz ) y la planta de Agave que Cortes descrito como el árbol de maravillas.Las fotos están permitidos si sin Flash, el edificio está abierto de 9 am hasta las 17:30 Está situado enfrente de la Plaza principal y hay varios restaurantes cerca. La Oficina de Turismo Tlaxcala está a la vuelta de la esquina con muchos util folletos gratuitos.","APIZACO, TLAXCALA",20 de septiembre de 2013,sept de 2013
