Author,Titulo,Review,OrigenAutor,FechaOpinion,FechaEstadia
,Mercado El Parián,"Mercado El Parina fue una experiencia divertida. Tantas tiendas de regalos para comprar. Encontré muchos regalos para llevar a casa, desde tazas, saleros, camisetas, collares, aretes, llaveros, Pancho's y mucho más. La mayoría de los artículos que compré parecían hechos a mano o pintados. Cada uno con su huella única. Asegúrate de tener el calzado adecuado, ya que caminarás mucho y las calles son hermosas y están hechas a paso rápido.",,18 de junio de 2024,jun de 2024
,Bueno para el recuerdo ,"Un mercado tradicional artesanal donde se puede comprar regalos y recuerdos relacionados con lo típico de la ciudad de Puebla. En las inmediaciones hay restaurantes,  bares y artistas varios lo que lo hace más pintoresco. La ventaja es que esta cerca del centro histórico y otras áreas para visitar como museo y mercados de artesanías. ","Puebla, México",14 de junio de 2024,jun de 2024
,"Mercado promedio, pero no dediques demasiado tiempo.","Este mercado parece más impresionante en imágenes que en la realidad. Los precios son más altos, aunque eso también se aplica a la mayor parte de la Ciudad de México. La mercancía es la misma que encontrarías en la CDMX. Si vas aquí, asegúrate de comprar un helado en la tienda de la esquina y también tómate el tiempo suficiente para visitar las tiendas en el centro de la ciudad y en las afueras del mercado. Llevar un Uber a la estación de autobuses a última hora de la tarde puede ser complicado, así que tenga algo de tiempo libre a mano. Es divertido pasear y disfrutar de Puebla, así que ve al mercado pero no pases todo el tiempo aquí.","Nueva Delhi, India",3 de abril de 2024,feb de 2024
,"Evite el mercado y visite las tiendas locales para obtener mejor calidad, servicio y precios más bajos.","Decepcionados con el mercado en términos de la calidad de los artículos a la venta, los precios eran más altos que los de las tiendas locales y de la Ciudad de México y, en general, los vendedores carecían de un sentido de servicio al cliente amable y educado.",,7 de noviembre de 2023,oct de 2023
,Pintoresco mercado de artesanías ,"Es un  pintoresco mercado donde puedes adquirir artesanías de Puebla y en general de diversos sitios del pais. No faltan los sombreros charros, máscaras, magnetos, ropa, dulces etc.Disfruta de Puebla porque: ""La  VIDA...es un VIAJE!","Ciudad de México, México",31 de octubre de 2023,oct de 2023
,Compras de souvenirs,"¡Un lugar hermoso, limpio y amigable para comprar recuerdos y comida! Eso sí hay que pedir que bajen el precio porque el primer precio suele ser un coste superior al normal. . Ayuda si hablas español. . ¡Muchas cosas artesanales hermosas que recomiendo comprar Talavera! !","San Diego, CA",8 de octubre de 2023,nov de 2022
,Un desagradable momento...,"Es un excelente lugar para caminar y comprar artesanías. Es un punto turístico para visitar, cuando uno viene de visita a Puebla. Se encuentran una gran variedad de artículos/recuerdos representativos al estado y al igual que la toma fotos para el recuerdo.Lo que no nos agrado; fueron los comentarios fuera de lugar de parte de los locatarios; un poco homofóbicos. Fue desagradable el momento; que mato el gusto de seguir ahí.",,8 de agosto de 2023,jul de 2023
,"Mercado El Parián, parada obligada en la visita a Puebla  ","El lugar tiene mucha variedad de hermosas artesanías y productos típicos de la región. Los precios son bastante razonables y es posible mejorarlos comparando costos al caminar entre los muchos negocios existentes en este tan turístico mercado.Hay recuerdos de talavera, miniaturas de vidrio soplado, llaveros para todos los gustos, ropa, juguetes, adornos para la casa, bebida y dulces tradicionales de la región, cerámica, mandiles, originales productos en madera, metal y otros materiales, pulseras, collares y aretes en muchos estilos y muchas otras sorpresas más por descubrir.Hay incluso un par de sitios especiales para tomarse lindas fotos: una gran escultura de alas y un marco gigante harán la delicia de los fanáticos de llevar a casa una muy distintiva foto de esa zona de Puebla.Ideal para llevar regalos y recuerdos de nuestra visita para familiares y amigos...Definitivamente imperdible !!!",,5 de junio de 2023,may de 2023
,Pintoresco para comprar cosas básicas,"Puedes pasear por el centro de puebla y si deseas comprar algo de talavera tradicional, este es el lugar indicado, ojo, no necesariamente encontrarás talavera de autor, para eso están las calles aledañas. Además encuentras dulces típicos y uno que otro telar","Ciudad de México, México",13 de mayo de 2022,sept de 2021
,El colorido del Parian,"Si visitas la ciudad de Puebla Pue. vale la pena tomarte un tiempo para disfrutar una visita  al Mercado del Parían,  ver todas las artesanías que te ofrecen, tazas, llaveros, etc  de talavera, playeras con estampados aludiendo a recuerdo de Puebla, etc etc. llenarte la pupila con todos los colores que hay en el mercado, así que lo único que te pediría es que te armes de paciencia y disfrutes todo el entorno.     ",,5 de mayo de 2022,feb de 2022
,Variado,"Excelente lugar para buscar un souvenir o algún articulo de interés, buenos precios y   un trato amable de parte de los lugareños, muchos puestos de venta. Traje muchos souvenirs","Puntarenas, Costa Rica",31 de enero de 2022,ene de 2022
,"¡Un lugar de visita obligada a solo unas cuadras del Z calo! ¡Buen distanciamiento social, uso de mascarillas y gel en todas las tiendas!","¡Muchas pequeñas tiendas que venden ropa tradicional y artesanías indígenas de Puebla, particularmente la Talavera! ! ! !","San Antonio Tlayacapan, México",27 de mayo de 2021,may de 2021
,Un mercado de artesanías con todo,"Es un lugar ordenado, limpio, donde se consigue todo tipo de artesanías a un buen precio, vale la pena",Costa Rica,16 de abril de 2021,abr de 2021
,ideal para un recuerdo,si quieres comprar algún recuerdo para llevárselo a tu familiar o comprar alguna artesanía típica de la región este es un lugar ideal a un muy buen precio vale la pena,"Municipio de Puebla, México",10 de diciembre de 2020,dic de 2020
,La visita se convierte en un paseo.,"Este mercado que debe su nombre a cómo la denominaban los aztecas, ofrece tal diversidad de compras que el solo recorrerlo resulta toda una experiencia. Si busca algo original seguro aquí lo encontrará.","Ciudad de México, México",6 de septiembre de 2020,nov de 2019
,El parian es un mercado 100X100 Mex. No se olviden de comer un buen mole poblano.,"El parian es un mercado 100X100 Mex. No se olviden de comer un buen mole poblano. Y es tranquilo y fotogénico, Lo mas representativo son las ceramicas de Talavera. Españoles no confundir con la Talavera peninsular.","Bishkek, Kirguistán",12 de abril de 2020,ene de 2020
,Artesanias,Hay que ir a conocerlos son muchos puestos de artesanía muy bonito todo lo que encontraras bonito para ir a pasar la tarde ,,13 de marzo de 2020,mar de 2020
,Mercado popular,"Estupendo mercado de artesanías populares de todo tipo.Ropa, artesanía, juguetes..Un rato encantador.No se lo pierda","Logroño, España",11 de marzo de 2020,ago de 2019
,Buenos precios ,"Excelente calidad de talavera poblana, se encuentran muy buenos precios y los vendedores muy amables y atentos. Recomendado ","San José, Costa Rica",4 de marzo de 2020,feb de 2020
,Algo para recordar,"Puebla está llena de lugares hermosos para conocer y artesanías preciosas, la la cerámica de Talavera Poblana es preciosa y la mejor relación calidad precio la encontré en el Mercado de Parian. Hay además otros tipos de artesanía en textiles, productos comestibles, madera ... para todos los gustos y bolsillos. Recomiendo muy especialmente las piezas de La Concordia.","San José, Costa Rica",21 de febrero de 2020,feb de 2020
,lindas artesanías ,"me encanta! tanto si eres local como turista, siempre es súper opción para llevar recuerdos o para compras personales, hay muchas cositas de talavera, restaurantes típicos súper cerca y se disfruta para pasear un rato","Puebla, México",21 de febrero de 2020,ene de 2020
,Si buscas Artesanía,"muy cerca del zócalo, un mercado donde se pueden comprar todo tipo de artesanías, dulces típicos, recuerdos, pero hay que llevar efectivo porque casi nadie acepta pagos con tarjeta","Zona Metropolitana de Guadalajara, México",17 de febrero de 2020,feb de 2020
,Hermosas artesanías mexicanas ,En el centro de Puebla se encuentra este hermoso mercado de artesanías típicas hechas a mano así como porcelana y la preciada Talavera.,"Puebla, México",3 de febrero de 2020,feb de 2020
,El parian,"Excelente opción si lo que quieres es conocer un poco más de la cultura e historia de Puebla, ya que este es uno de los lugares más representativos, dónde podrás encontrar muchas artesanías poblanas a precio accesible. Es un lugar tranquilo para pasear con tu familia y amigos ","Puebla, México",28 de enero de 2020,ene de 2020
,Compras para los familiares.,"En este lugar se puede encontrar muchos dulces y recuerdos, lo que les recomiendo son los platos de talavera y tazas, son muy bellas y de muy buena calidad. ","Cuitláhuac, México",8 de enero de 2020,ene de 2020
,Excelente para comprar artesanía,"Ideal para comprar el recuerdo de la visita a Puebla, las playeras negras de Frida Kahlo son excelentes. Puedes comprar ahí hasta el mole almendrado","Ojo de Agua, México",17 de diciembre de 2019,nov de 2019
,Bueno para comprar recuerdos,"El mercado no es muy grande, pero cuenta con varios locales donde puedes comprar desde la típica playera con alguna imagen de Puebla hasta la tradicional Talavera que solo se fabrica en la zona. Hay de todos precios y yo recomiendo que primero den una vuelta por todos los puestos para ver opciones y después acudan al local donde mejor les pareció. Como dije, no es un mercado muy grande y pueden hacer una vuelta rápida para comparar productos y precios antes de comprar. También es un bonito lugar para la foto del recuerdo (en una de las entradas se encuentra la escultura de unas alas, y casi todos buscan hacerse una foto alli)","Puebla, México",8 de diciembre de 2019,sept de 2019
,bello y colorido mercado al aire libre,"otro hermoso lugar de Puebla,si quiere comprar un souvenir de la ciudad ,este es el lugar al que se debe de ir artistas callejeros hacen todavía mas placentera la visita,fue el broche de oro de un tour que no me gusto ya que no tuvimos tanto tiempo para disfrutar de esta bella y animada ciudad ,vaya por su cuenta","San Rafael, Costa Rica",28 de noviembre de 2019,nov de 2019
,Regalos o souvenirs para todos los gustos,En solo una parada podran encontrar regalos para todos y con precios competentes. Sin gastar mucho tiempo en buscarlos dentro de la ciudad de Puebla.,"Mill Valley, CA",24 de noviembre de 2019,nov de 2019
,Ideal si quieres comprar artesanía,"Un lugar obligado para quienes quieren comprar artesanía original poblana, muy cerca del centro de Puebla.",Mexico,18 de noviembre de 2019,nov de 2019
,Agradable lugar,"Gran lugar, abundantes artesanías, la talavera sin duda la mejor, les recomiendo ampliamente vayan a LA PASITA, es un lugar que está cerca de ahí y venden un rico licor!!!!!","Municipio de Guanajuato, México",8 de noviembre de 2019,ago de 2019
,Compras,"En este lugar puedes adquirir cualquier souvenir de la región y además también pueden encontrar dulces y comida típica, interesante colindancia con el barrio del artista","Puebla, México",6 de noviembre de 2019,nov de 2019
,Hermosas artesanias,"Es un mercado de aproximadamente unos 100 locales, en los que encontraras artesanías, talabera, ropa y dulces tipos de la región y también de estados como Veracruz y Morelia, los precios en general son accesibles, muy cerca, pasando una de las aceras, también encontraras lugares para degustar comida típica, para quienes buscan llevar recuerdos de Puebla.","Toluca, México",23 de octubre de 2019,oct de 2019
,Mercado el Parian,Me pareció muy simple y limitado en su oferta de productos. No se veía limpio.Lo que ahí se veía se encuentra en cualquier parte del país.,"Monterrey, México",7 de octubre de 2019,oct de 2019
,Los mejores recuerdos de Puebla,"Visita obligada para comprar dulces, tazas, llaveros y cualquier recuerdo de la ciudad. Un lugar muy pintoresco dónde puedes encontrar de todo a muy buenos precios. ","Ciudad de México, México",20 de septiembre de 2019,sept de 2019
,Bonito,Es un mercado pequeño pero con venta de cerámica de talavera muy bonita además de un gran colorido las personas son muy amables pero no te olvides de regatear los precios realmente vas a conseguir mucho descuento ,,14 de septiembre de 2019,sept de 2019
,No recomendable,"Tienen una gran variedad de productos pero algunos de ellos tienen demasiado elevado el precio ya que buscan aprovecharse de los extranjeros; definitivamente puedes comprar cosas más baratas en otro lugar. Hay variedad de comida rápida, principalmente nieves y antojitos. ","Córdoba, México",8 de septiembre de 2019,nov de 2018
,Recomendado,"Aquí podrás encontrar artesanías poblanas de todo tipo, si bien el lugar es pequeño pero hay tantas cosas que ver y comprar que las horas se pasan de volada, 100% recomendado","Puebla, México",28 de agosto de 2019,ago de 2019
,Colores para tus ojos,"Es imperdible la visita a mercado del Parián para todos quienes visitan la capital poblana. Encontrarán una infinita variedad de artesanías del estado: la internacionalmente reconocida Talavera poblana, dulces típicos, ónix y un sinnúmero de recuerdos que podrás adquirir a precios razonables. Llena tus ojos de color en el Parián.","Puebla, México",18 de agosto de 2019,jul de 2019
,Pintoresco ,No es muy grande pero hay muchas paradas en un espacio relativamente grande. Venden todo tipo de souvenirs e incluso dulces típicos de Puebla.  ,"Barcelona, España",15 de agosto de 2019,ago de 2019
,"Si deseas artesanías, un buen lugar","No es que sea único lugar para comprar artesanías, usualmente en México, en los mercados encuentras artesanías a mejor precio, pero si eres turista, es mejor no salir a mercados locales, y asistir a este lugar donde encuentras cosas varias como onix de Tecali de Herrera, Talavera poblana y algunas otras cosas de los diferentes municipios de Puebla. ","Puebla, México",13 de agosto de 2019,ago de 2019
,Muy bonito,Muy bonito y pintoresco lugar típico de Puebla las artesanías están en un muy buen precio y son típicas de Puebla exelente opción para visitar y llevar un recuerdo de la cuidad,,6 de agosto de 2019,may de 2019
,Alameda en Puebla,"La alameda rodeada de olor a café. Una mesa para compartir un postre o una platica con amigos, admirar su arquitectura y su gente amable te invitan a volver.",,31 de julio de 2019,jul de 2019
,Artesanías de puebla,Mercado relativamente limpio con muchos puestos en los pasillos donde puedes transitar. Hay muchas artesanías pero hay unas que en vez de ser de Talavera son con calcomanías y eso está mal. Revisa bien cuando compres y compara precios.,"San Mateo Atenco, México",30 de julio de 2019,jul de 2019
,Pequeño pero surtido,"Mercado pequeño ubicado en el centro de Puebla, donde puedes conseguir artesanías, cerámica  Talavera, dulces tradicionales de Puebla y algunas otras cosas como mole y café. Es un céntrico lugar que ofrece mucha variedad y precios  accesibles; les recomiendo visitarlo.","Provincia de Puntarenas, Costa Rica",23 de julio de 2019,jul de 2019
,Vivir y gozar de un ambiente tradicional mexicano,"Hablar del parian, es hablar de un lugar tan sano , bonito y lleno de tradiciones ansestrales como los juguetes d emadera, los chales que llenan la pupila con tantos colores , asi la amabilidad de su gente y los restaurantes que estan a su alrededor , tan tradicionales que ofrecen el mole poblano, pero lo escencial es caminar a traves de sus corredores , que llevan a la magia de volver a ser niño.","Puebla, México",15 de julio de 2019,abr de 2019
,Muy bonito lugar,Es un mercado lleno de colorido y artesanías con precios accesibles para el turismo nacional y extranjero ,"Mexicali, México",7 de julio de 2019,jul de 2019
,Básico en tu tour de Puebla,"Artesanias, comida, talavera en un mercado tradicional, muy cerca del ZócaloJunto encontraras la casa del alfeñique y herencia 811 la unica plaza mexicana en Puebla.","Puebla, México",21 de junio de 2019,jun de 2019
,Visita al Parian,"Visitamos el Parian para comprar artesanías a unos amigos que visitamos en Chiapas; excelentes opciones y precios, compramos un camino de mesa que les encantó a nuestros amigos!!! Buen Precio/Calidad, Muy Recomendable!!!",,6 de junio de 2019,may de 2019
,Very colorful,We did not stay too long at these market. We bought a few souvenirs and a corn on the cob from a vendor in the street. No pasamos mucho tiempo en este mercado. Compramos algunos recuerdos y tambien un elote con una señora que los vendia en la esquina. Muy colorido el lugar.,,3 de junio de 2019,may de 2019
,Artesanías a buen precio...,"Este hermoso lugar cerca del centro, se co vierte en una enorme opción para comprar artesanías locales, Puebla se caracteriza por su alto nivel y calidad de artesanos, puedes encontrar de todo para llevar y abuen precio, en lo personal adoro la talavera y aqui encontramos de todo. Rs un lugar con muchas opciones y puedes llegar caminando y como en todo Puebla hermoso y seguro. No dejes pasar este lugar y de paso ayudas al comercio local porque vale la pena comprar aquí.","San José, Costa Rica",2 de junio de 2019,may de 2019
,visita puebla,"en muchos de los locales puedes encontrar recuerdos muy económicos, se distingue por sus colores y la atención de la mayoria de los comerciantes es buena","Saltillo, México",30 de mayo de 2019,jul de 2018
,Un lugar “turístico” sin importancia,"El Parian es un mercado muy normal, con poco encanto o personalidad.Sucio y desordenado.Realmente no vale la pena visitarlo.","Ciudad de México, México",12 de mayo de 2019,may de 2019
,Obligado parar aquí,"Recuerditos, mole, café, etc! Todo a buen precio y la gente del lugar es bastante agradable y en ciertas ocasiones esplendida!!",,28 de abril de 2019,abr de 2019
,UN BUEN LUGAR PARA COMPRAR SOUVENIRS,"El lugar es muy seguro con variedad y buenos precios de las artesanías. La gente como la mayoría de los mexicanos, muy amables y dispuestos a ayudarte.","Antigua, Guatemala",26 de abril de 2019,abr de 2019
,Color y vida hecha artesanías,"El color y la alegría hecha artesanía, desde una blusa y un cintillo bordados hasta loza, utensilios y joyas hechas a mano con Talavera poblana cuyo diseño es único e irrepetible en cada pieza ¡no puedes perderte este recorrido por el Parian! para admirar el trabajo de los artesanos poblanos y probar un delicioso plato de mole poblano, patrimonio gastronómico de la humanidad.",,21 de abril de 2019,may de 2018
,Bien.. para chacharear,"Cero mi estilo de compras pero las niñas se volvieron locas .. así que asumiré que esta bueno.. eso sí y a mi gusto hay muchos locales que venden lo mismo, el café orgánico es algo por lo que si voy a regresar ",,17 de abril de 2019,abr de 2019
,Mercado de artesanías,"El sitio es histórico ya que allí se ubicó el primer mercado de la ciudad, en el S. XVIII, sin embargo el inmueble que hoy conocemos es del S. XIX. Actualmente es un mercado de artesanías, hay artículos variados y de diferentes precios, principalmente encontrarán artesanías poblanas.","Puebla, México",9 de abril de 2019,abr de 2019
,Sin duda el mejor lugar para comprar recuerdos,"El mejor lugar para comprar recuerdos de todos los precios. Sobre esa misma calle está el taller de talavera Alfredo para que se te vayan los ojos de las bellezas que se hacen ahí. Enfrente en ""La Fonda"" unas de las mejores cemitas y comida típica con aguas frescas preparadas al momento. ","Ciudad de México, México",31 de marzo de 2019,mar de 2019
,Colorido y tradición ,"Es obligado visitar el Parian cuando estas de paseo en Puebla, ideal para comprar los recuerdos para la familia o amigos, las artesanías y los dulces son el punto focal aquí.No olvides comprar tus cajitas de camotes por $15 pesos o los collares de talavera en $70 pesos.","Puerto Vallarta, México",27 de marzo de 2019,mar de 2019
,Corazón de Puebla ,"Aquí puedes comprar todo tipo de recuerditos y artesanías poblanas,Aparte si te gusta caminar estás en el lugar indicado","Puebla, México",23 de marzo de 2019,mar de 2019
,Paseo a gusto por el centro,Mercado de artesanías enfocado en talavera y recuerdos de Puebla. Tiene varias opciones para comprar souvenirs y en general es un paseo agradable. Recomendable para pasar mientras recorres el centro de la ciudad ,"Ciudad de México, México",19 de marzo de 2019,mar de 2019
,artesania y gastronomia,hermoso pasaje  lleno de  colores y  diversión  ademas de poder  llevar un excelente  recuerdo de la  ciudad  de Puebla,,19 de marzo de 2019,mar de 2019
,Colores!,Si eres amante de los tejidos amarás venir aquí! Recuerditos y antojitos deliciosos* El lugar es pequeño pero al rededor hay más locales que visitar.,México,17 de marzo de 2019,mar de 2019
,mercado de artesanias,hay que recorrerlo temprano para admirar sus diseños de los artesanos la talavera de puebla con sus lindos colores azules compramos unos letreros muy bonitos para los baños de hombres y mujeres para casa de campo y vajillas tambien con sus hermosos diseños con muy buenos precios vale la pena visitarlo,,12 de marzo de 2019,oct de 2018
,Un Mercado de Artesanías con Tradición,"Ubicado a tan solo unos minutos del Centro Histórico el Mercado del Parían es el lugar ideal para llevar diversos recuerdos para tus seres queridos o bien para adornar tu hogar.En el Mercado del Parían encontrarás desde dulces típicos como las tortitas de Santa Clara o los camotes, hasta talavera certificada, cerámica, ropa, así como los típicos recuerditos como llaveros, huevitos adornados, etcétera.También podrás disfrutar de algunos restaurantes, museos, y cafés.","Puebla, México",11 de marzo de 2019,mar de 2019
,Lleve un poco de Puebla contigo,"Es un centro de artesanías donde puedes vivir un poco de lo que fue Puebla en su pasado, si no vaz dispuesto a gastar, el simples echo de estar allá ya es un excelente paseo. El lugar está conectado a los otros diversos pontos turísticos del centro histórico de Puebla, deste punto al barrio de los artistas, estas a poquísimos metros. ","Puebla, México",5 de marzo de 2019,feb de 2019
,Artesanías regionales,"Un mercado de artesanías regionales típicas para regalarse un recuerdo de esta bella ciudad, enmarcada por otras zonas de interés como el barrio del artista.",,3 de marzo de 2019,ene de 2019
,Compritasss,"En lo personal adoro meterme a los  mercados asi que disfruto enormemente ver colores, texruras, artesania, comida. Es de las mejores formas de conocer un lugar.","Cancún, México",21 de febrero de 2019,feb de 2019
,Colorido y tradición a la vista,"Es una zona pequeña ubicada cerca del centro de la cuidad pero está llena de colores, objetos tradicionales, dulces, ropa, etc. Imperdible en su visita a Puebla","Puebla, México",19 de febrero de 2019,ene de 2019
,Diversidad de souvenirs ,"Venta de artículos típicos de Puebla, encontrarás artículos hechos de Talavera, así como pulseras y todo tipo de detalles hechos a mano. Igual dulces típicos y uno que otro local te venderá objetos estilo vintage. Loa precios son bastante accesibles. Es un lugar recomendado para visitar con la familia; no olvides usar bloqueador y gorra en un día soleado.","Cancún, México",11 de febrero de 2019,feb de 2019
,Básico,"Para encontrar todo tipo de artesanía del lugar. No se si exactamente la que se elabora en Puebla, pero encuentras de todo.","Ciudad de México, México",6 de febrero de 2019,feb de 2019
,Un rincón poblano de artesanías ,"Si te gustan las artesanías y lo típico regional, este es tu lugar. Aquí podrás encontrar todo tipo de recuerdos, ropa típica, juguetes típicos, dulces típicos de la región poblana, pero sobre todo encontrarás uno de los mercados más antiguos y emblemáticos de las ciudad. Te cautivaran sus colores, sus sonidos y sus historias. No pierdas la oportunidad de pasar y llevarte un pedazo de Puebla. 👍🏻","Mérida, México",1 de febrero de 2019,ene de 2019
,Compra de artesanías,Un excelente lugar para adquirir recuerdos de Puebla. Desde títeres hasta artículos de cristal y latón. Muy buena atención y surtido. Si lo visitan no se arrepentirán. Y muy cerca del centro,"Huatusco, Veracruz",24 de enero de 2019,ene de 2019
,La mejor comida tipica de Puebla,"Aqui encuentras todos los antojitos tipicos de la comida poblana, cemitas, quesadillas, gordas, molotes, mole poblano, chalupas y lo que se te antoje, muy cerca del centro de la Ciudad, puedes ir caminando disfruta el recorrido!!","Puebla, México",13 de enero de 2019,ene de 2019
,Maso,"No me encantó, esperaba mejores precios, la gente que atiende medio de mal humor. Hay cosas más baratas y bonitas en el callejón de los Sapos",,1 de enero de 2019,ene de 2019
,Artesanías,"Venta de talavera, de todo, ""tradicional"" y ""moderna"" precios para todo bolsillo, muchos puestos y los vendedores en su mayoría son amables. ",,30 de diciembre de 2018,dic de 2018
,Gran Muestra de Artesanías y Recuerdos,Fue una excelente muestra de artesanías típicas de Puebla los precios no son los más económicos pero encontrarás algo para cualquier bolsillo.,"Zacatecas, México",30 de diciembre de 2018,dic de 2018
,"Imperdible para artesanías, recuerdos, etc.","Es un lugar para encontrar cualquier clase de recuerdos de la visita a la ciudad, además de ser un sitio con historia. Se puede encontrar gran variedad de artesanía, ropa, dulces, etc.","Ciudad de México, México",18 de diciembre de 2018,oct de 2018
,"ARTESANIAS, MOLE, CAFE Y CHOCOLATE!",Mercado donde puedes comprar todo lo que necesites para regalar o degustar de artesanías o alimentos típicos de Puebla a precios accesibles.,"Guadalajara, México",17 de diciembre de 2018,dic de 2018
,Algo típico,"Este mercado es un lugar de comida y artesanías, lo mismo lo encuentras en el centro, el gobierno lo impulsa como algo típico pero no me parece, mejor en el centro histórico y a mejor precio.","Culiacán, México",15 de diciembre de 2018,nov de 2018
,Está ok ,El mercado ofrece artesanías ordinarias Lamentablemente está lleno de indigentes transformando un lugar regular en un lugar  incómodo ,"Ciudad de México, México",11 de diciembre de 2018,dic de 2018
,Típico de Puebla,"Si deseas conocer un lugar típico de Puebla y además obligado, es el mercado de artesanías del Parián en el centro histórico de Puebla. Encontrarás todas las artesanías poblanas y de otros estados, además de los dulces típicos de esta zona rica en gastronomía. Accesible a todos los bolsillos.","Puebla, México",9 de diciembre de 2018,sept de 2018
,LUGAR ADECUADO PARA COMPRAS DE ARTESANIAS,"El El Parían, es un espacio dentro del centro histórico de Puebla, a unas calles caminando desde el zócalo. Puedes encontrar muchos artículos de TALAVERA, material con el que están diseñadas y creadas una gran mayoría de Artesanías. Puedes pedir precio, casi todos tienen los mismos, solo los fabricantes que están a la orilla de éste mismo espacio tienen precios un poco mayores, pero sus diseños son más nuevos y exclusivos. Si compras algo, pide que lo envuelvan muy bien por si lo vas a colocar en maleta. Y si compras mucho es mejor enviarlo por paquetería a tu ciudad si vives dentro de México. si vas a llevarlo al Extranjero colócalo muy bien envuelto en periódico y con una cinta, para que vaya bien protegido. Disfruta de tus compras.","Monterrey, México",4 de diciembre de 2018,oct de 2018
,Hermoso e ideal para la compra de souvenirs.,"Es un lugar obligado para apreciar las artesanías, hacer compras y tener un acercamiento a la cultura local.No olviden comprar chocolate artesanal y probar los chapulines y algunas otras especies de bichitos deliciosos !!","Saltillo, México",30 de noviembre de 2018,oct de 2018
,Compras locas,Si de recuerdos se trata este es el mejor lugar para adquirir productos de buena calidad y al mejor precio ademas de apoyar la economia poblana una pieza de arte que puedes tener en casa para recordar los bellos momentos de la vida,"Cancún, México",26 de noviembre de 2018,nov de 2018
,Lugar obligado,"la calidad y variedad de artesanias, platicar con la gente, llevar dulces tipicos y pasear por la zona nos llena de alegria el espiritu porque enriquece nuestra identidad y cultura. Es esta una verbena maravillosa para disfrutar.","Ciudad de México, México",7 de noviembre de 2018,ago de 2018
,Compras ,"Mercado donde podrás comprar artesanías del lugar, céntrico!  Fuimos en día Domingo a las 6pm y ya estaban cerrando. ","Atlacomulco, México",16 de octubre de 2018,oct de 2018
,Colorido y lindísimo lugar 💙,"El callejón es muy colorido, ameno y entretenido con sus tantos puestos de artesanías, dulces y objetos por comprar, los vendedores son amables ☺️ sin duda recomendable ir a comprar detalles típicos de la ciudad, o disfrutar de los dulces tradicionales. Muy recomendado! ","Puebla, México",8 de octubre de 2018,oct de 2018
,"Donde comprar hermosas artesanias,...en un bello mercado.","Además de contar con bellas artesanías, encontrarás también deliciosos dulces y fondas donde comer delicioso. El lugar es muy bello.","Querétaro, Qro",2 de octubre de 2018,may de 2018
,Talavera everywhere!,"Este mercado es el lugar indicado paga comprar algún recuerdo de puebla, principalmente artículos de Talavera que son los más populares en puebla! ","Zacatepec, México",22 de septiembre de 2018,jul de 2018
,Vayan a conocer un poco de Puebla,Excelente lugar para pasear en familia y comprar algo típico de la ciudad desde artesanías hasta dulces. Bien iluminado de noche y con seguridad hasta llegar al centro histórico. Pasando por casonas antiguas y restauradas. Si vienen de paseo vayan a comer y a dar la vuelta,"Puebla, México",18 de septiembre de 2018,abr de 2018
,Muy bonitas artesanias,"Hay un sinfín de productos hechos de la famosa y hermosa talavera blanca y azul de Puebla, imposible no comprar algún recuerdo.",,17 de septiembre de 2018,sept de 2018
,De todo lo poblano,"Ahí encontrarán artesanías de todo tipo de manufactura local, los precios cam desde lo barato a lo caro pero precios justos e general, también venden golosinas, dulces y comida muy típica de puebla",,17 de septiembre de 2018,sept de 2018
,Una perla de Puebla,"Es un pequeño y céntrico espacio para ver artesanías típicas de la región  con un andador para estar tranquilos y poder observar, ademas esta junto al barrio del artista.","Ciudad de México, México",12 de septiembre de 2018,may de 2018
,"inigualable""""","encuentras diferentes artesanías, disfrutar de sus colores, sabores, diseños, dedicación, etc.  algunas con un costo elevado otras a buen precio.a mi gusto un buen lugar para tomarse fotos.","Puebla, México",6 de septiembre de 2018,oct de 2017
,El lugar preciso para encontrar artesanias,"El parian está situado en el centro de Puebla , a sólo unas calles del zócalo , si buscas artesanías este es el lugar indicado , encontrarás todas las artesanías de Puebla y sus alrededores","Puebla, México",2 de septiembre de 2018,jul de 2018
,Muy lindo ,Mercado con un sinfin de artesanias destacando la talavera en todas sus formas. Todo te encanta. Antes de comprar compara precios ,"Ensenada, México",1 de septiembre de 2018,sept de 2018
,Recuerdo de Puebla,"Uno de las ventajas de este mercado es que no es tan grande, por lo tanto no le costara decidirse por algun recuerdo. Hay vestimenta, artesanias, y otros souvenirs muy coloridos. Ademas se puede tomar una foto con el marco de foto de tamano real que esta a la entrada.","Lima, Perú",23 de agosto de 2018,ago de 2018
,Regateen cuando puedan,"El mercado tiene muchos articulos unicos de Puebla, es muy colorido y al parecer seguro.   Si anda buscando por un recuerdo de la ciudad de Puebla, este es el lugar correcto para ir.   Pero tenga cuidado con los precios, varian increiblemente de  un lugar a otro asolo unos pasos de distancia.Fuera de eso, la visita vale la pena.","Dallas, TX",22 de agosto de 2018,ago de 2018
,Querrás comprar de todo,"Digno de visitarse...encontrarás bolsas bordadas con motivos mexicanos, rebosos, chalinas bordadas con hilo de seda, cuarzos, jabones artesanales, joyería muy original, dulces mexicanos y más.",,15 de agosto de 2018,ago de 2018
